Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Estimated_Monthly_Rent,Gross_Rental_Yield_%,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
2 BHK Apartment in Chembur,Mumbai,Chembur,2 BHK,5000000.0,550.0,9090.90909090909,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Andheri,Mumbai,Andheri,2 BHK,5000000.0,650.0,7692.307692307692,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Bandra,Mumbai,Bandra,2 BHK,5000000.0,510.0,9803.921568627453,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Borivali,Mumbai,Borivali,2 BHK,5000000.0,325.0,15384.615384615385,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Borivali,Mumbai,Borivali,3 BHK,5000000.0,325.0,15384.615384615385,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Powai,Mumbai,Powai,3 BHK,5000000.0,1750.0,2857.1428571428573,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,3 BHK,5000000.0,900.0,5555.555555555556,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Powai,Mumbai,Powai,2 BHK,5000000.0,1750.0,2857.1428571428573,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Goregaon,Mumbai,Goregaon,2 BHK,5000000.0,900.0,5555.555555555556,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2 BHK,5000000.0,550.0,9090.90909090909,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,2 BHK,6000000.0,900.0,6666.666666666667,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
2 BHK Apartment in Chembur,Mumbai,Chembur,2 BHK,6000000.0,550.0,10909.09090909091,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
2 BHK Apartment in Andheri,Mumbai,Andheri,2 BHK,6000000.0,650.0,9230.76923076923,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
2 BHK Apartment in Bandra,Mumbai,Bandra,2 BHK,6000000.0,510.0,11764.70588235294,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
2 BHK Apartment in Borivali,Mumbai,Borivali,2 BHK,6000000.0,325.0,18461.53846153846,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Chembur,Mumbai,Chembur,3 BHK,6000000.0,550.0,10909.09090909091,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Andheri,Mumbai,Andheri,3 BHK,6000000.0,650.0,9230.76923076923,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Bandra,Mumbai,Bandra,3 BHK,6000000.0,510.0,11764.70588235294,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Borivali,Mumbai,Borivali,3 BHK,6000000.0,325.0,18461.53846153846,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Powai,Mumbai,Powai,3 BHK,6000000.0,1750.0,3428.5714285714284,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,3 BHK,6000000.0,900.0,6666.666666666667,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
2 BHK Apartment in Powai,Mumbai,Powai,2 BHK,6000000.0,1750.0,3428.5714285714284,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
2 BHK Apartment in Goregaon,Mumbai,Goregaon,2 BHK,6000000.0,900.0,6666.666666666667,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2 BHK,6000000.0,550.0,10909.09090909091,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,4 BHK,6000000.0,325.0,18461.53846153846,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,4 BHK,6000000.0,1750.0,3428.5714285714284,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,4 BHK,6000000.0,900.0,6666.666666666667,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,4 BHK,6000000.0,550.0,10909.09090909091,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,4 BHK,6000000.0,650.0,9230.76923076923,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Chembur,Mumbai,Chembur,3 BHK,7000000.0,550.0,12727.272727272728,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Andheri,Mumbai,Andheri,3 BHK,7000000.0,650.0,10769.23076923077,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Bandra,Mumbai,Bandra,3 BHK,7000000.0,510.0,13725.490196078432,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Borivali,Mumbai,Borivali,3 BHK,7000000.0,325.0,21538.46153846154,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Powai,Mumbai,Powai,3 BHK,7000000.0,1750.0,4000.0,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,3 BHK,7000000.0,900.0,7777.777777777777,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
2 BHK Apartment in Bandra,Mumbai,Bandra,2 BHK,7000000.0,510.0,13725.490196078432,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
2 BHK Apartment in Borivali,Mumbai,Borivali,2 BHK,7000000.0,325.0,21538.46153846154,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
2 BHK Apartment in Powai,Mumbai,Powai,2 BHK,7000000.0,1750.0,4000.0,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
2 BHK Apartment in Goregaon,Mumbai,Goregaon,2 BHK,7000000.0,900.0,7777.777777777777,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2 BHK,7000000.0,550.0,12727.272727272728,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,4 BHK,7000000.0,325.0,21538.46153846154,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,4 BHK,7000000.0,1750.0,4000.0,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,4 BHK,7000000.0,900.0,7777.777777777777,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,4 BHK,7000000.0,550.0,12727.272727272728,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,4 BHK,7000000.0,650.0,10769.23076923077,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,2 BHK,7000000.0,650.0,10769.23076923077,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2 BHK,7000000.0,510.0,13725.490196078432,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Andheri,Mumbai,Andheri,3 BHK,8000000.0,650.0,12307.692307692309,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Bandra,Mumbai,Bandra,3 BHK,8000000.0,510.0,15686.27450980392,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Borivali,Mumbai,Borivali,3 BHK,8000000.0,325.0,24615.384615384617,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Powai,Mumbai,Powai,3 BHK,8000000.0,1750.0,4571.428571428572,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,3 BHK,8000000.0,900.0,8888.888888888889,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Bandra,Mumbai,Bandra,2 BHK,8000000.0,510.0,15686.27450980392,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Borivali,Mumbai,Borivali,2 BHK,8000000.0,325.0,24615.384615384617,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Powai,Mumbai,Powai,2 BHK,8000000.0,1750.0,4571.428571428572,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Goregaon,Mumbai,Goregaon,2 BHK,8000000.0,900.0,8888.888888888889,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2 BHK,8000000.0,550.0,14545.454545454546,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,4 BHK,8000000.0,325.0,24615.384615384617,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,4 BHK,8000000.0,1750.0,4571.428571428572,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,4 BHK,8000000.0,900.0,8888.888888888889,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,4 BHK,8000000.0,550.0,14545.454545454546,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,4 BHK,8000000.0,650.0,12307.692307692309,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,2 BHK,8000000.0,650.0,12307.692307692309,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2 BHK,8000000.0,510.0,15686.27450980392,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,2 BHK,8000000.0,325.0,24615.384615384617,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Bandra,Mumbai,Bandra,2 BHK,9000000.0,510.0,17647.058823529413,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
2 BHK Apartment in Borivali,Mumbai,Borivali,2 BHK,9000000.0,325.0,27692.30769230769,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
2 BHK Apartment in Powai,Mumbai,Powai,2 BHK,9000000.0,1750.0,5142.857142857143,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
2 BHK Apartment in Goregaon,Mumbai,Goregaon,2 BHK,9000000.0,900.0,10000.0,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2 BHK,9000000.0,550.0,16363.636363636364,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,4 BHK,9000000.0,325.0,27692.30769230769,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,4 BHK,9000000.0,1750.0,5142.857142857143,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,4 BHK,9000000.0,900.0,10000.0,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,4 BHK,9000000.0,550.0,16363.636363636364,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,4 BHK,9000000.0,650.0,13846.153846153846,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,2 BHK,9000000.0,650.0,13846.153846153846,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2 BHK,9000000.0,510.0,17647.058823529413,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,2 BHK,9000000.0,325.0,27692.30769230769,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
1 BHK Apartment in Malad,Mumbai,Malad,1 BHK,9000000.0,550.0,16363.636363636364,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
1 BHK Apartment in Thane,Mumbai,Thane,1 BHK,9000000.0,650.0,13846.153846153846,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
1 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,1 BHK,9000000.0,510.0,17647.058823529413,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
1 BHK Apartment in Kandivali,Mumbai,Kandivali,1 BHK,9000000.0,325.0,27692.30769230769,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
1 BHK Apartment in Chembur,Mumbai,Chembur,1 BHK,9000000.0,1750.0,5142.857142857143,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,4 BHK,10000000.0,325.0,30769.23076923077,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,4 BHK,10000000.0,1750.0,5714.285714285715,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,4 BHK,10000000.0,900.0,11111.111111111111,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,4 BHK,10000000.0,550.0,18181.81818181818,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,4 BHK,10000000.0,650.0,15384.615384615385,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Powai,Mumbai,Powai,2 BHK,10000000.0,1750.0,5714.285714285715,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Goregaon,Mumbai,Goregaon,2 BHK,10000000.0,900.0,11111.111111111111,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2 BHK,10000000.0,550.0,18181.81818181818,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,2 BHK,10000000.0,650.0,15384.615384615385,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2 BHK,10000000.0,510.0,19607.843137254906,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,2 BHK,10000000.0,325.0,30769.23076923077,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
1 BHK Apartment in Malad,Mumbai,Malad,1 BHK,10000000.0,550.0,18181.81818181818,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
1 BHK Apartment in Thane,Mumbai,Thane,1 BHK,10000000.0,650.0,15384.615384615385,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
1 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,1 BHK,10000000.0,510.0,19607.843137254906,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
1 BHK Apartment in Kandivali,Mumbai,Kandivali,1 BHK,10000000.0,325.0,30769.23076923077,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
1 BHK Apartment in Chembur,Mumbai,Chembur,1 BHK,10000000.0,1750.0,5714.285714285715,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Chembur,Mumbai,Chembur,2 BHK,10000000.0,1750.0,5714.285714285715,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Andheri,Mumbai,Andheri,2 BHK,10000000.0,900.0,11111.111111111111,30000.0,3.6,360000.0,108000.0,252000.0,2.52,2000000.0,8000000.0,69425.85866924273,833110.3040309128,-581110.3040309128,-29.05551520154564,-37.0
2 BHK Apartment in Powai,Mumbai,Powai,2 BHK,12000000.0,1750.0,6857.142857142857,36000.0,3.6,432000.0,129600.0,302400.0,2.52,2400000.0,9600000.0,83311.03040309127,999732.3648370953,-697332.3648370951,-29.055515201545628,-37.0
2 BHK Apartment in Goregaon,Mumbai,Goregaon,2 BHK,12000000.0,900.0,13333.333333333334,36000.0,3.6,432000.0,129600.0,302400.0,2.52,2400000.0,9600000.0,83311.03040309127,999732.3648370953,-697332.3648370951,-29.055515201545628,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2 BHK,12000000.0,550.0,21818.18181818182,36000.0,3.6,432000.0,129600.0,302400.0,2.52,2400000.0,9600000.0,83311.03040309127,999732.3648370953,-697332.3648370951,-29.055515201545628,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,2 BHK,12000000.0,650.0,18461.53846153846,36000.0,3.6,432000.0,129600.0,302400.0,2.52,2400000.0,9600000.0,83311.03040309127,999732.3648370953,-697332.3648370951,-29.055515201545628,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2 BHK,12000000.0,510.0,23529.41176470588,36000.0,3.6,432000.0,129600.0,302400.0,2.52,2400000.0,9600000.0,83311.03040309127,999732.3648370953,-697332.3648370951,-29.055515201545628,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,2 BHK,12000000.0,325.0,36923.07692307692,36000.0,3.6,432000.0,129600.0,302400.0,2.52,2400000.0,9600000.0,83311.03040309127,999732.3648370953,-697332.3648370951,-29.055515201545628,-37.0
