Title,City,Location,Price_INR,Area_sqft,Bedrooms,Estimated_Monthly_Rent,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
5 BHK Apartment in Powai,Mumbai,Powai,306000.0,10000 sqft,5 BHK,918.0,11016.0,3304.7999999999997,7711.200000000001,2.5200000000000005,61200.0,244800.0,2124.431275278828,25493.17530334593,-17781.97530334593,-29.05551520154564,-37.0
5 BHK Apartment in Goregaon,Mumbai,Goregaon,306000.0,10000 sqft,5 BHK,918.0,11016.0,3304.7999999999997,7711.200000000001,2.5200000000000005,61200.0,244800.0,2124.431275278828,25493.17530334593,-17781.97530334593,-29.05551520154564,-37.0
5 BHK Apartment in Malad,Mumbai,Malad,306000.0,10000 sqft,5 BHK,918.0,11016.0,3304.7999999999997,7711.200000000001,2.5200000000000005,61200.0,244800.0,2124.431275278828,25493.17530334593,-17781.97530334593,-29.05551520154564,-37.0
5 BHK Apartment in Thane,Mumbai,Thane,306000.0,10000 sqft,5 BHK,918.0,11016.0,3304.7999999999997,7711.200000000001,2.5200000000000005,61200.0,244800.0,2124.431275278828,25493.17530334593,-17781.97530334593,-29.05551520154564,-37.0
5 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,306000.0,10000 sqft,5 BHK,918.0,11016.0,3304.7999999999997,7711.200000000001,2.5200000000000005,61200.0,244800.0,2124.431275278828,25493.17530334593,-17781.97530334593,-29.05551520154564,-37.0
4 BHK Apartment in Andheri,Mumbai,Andheri,2300000.0,10000 sqft,4 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
4 BHK Apartment in Bandra,Mumbai,Bandra,2300000.0,10000 sqft,4 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,2300000.0,10000 sqft,4 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,2300000.0,10000 sqft,4 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,2300000.0,10000 sqft,4 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,2300000.0,10000 sqft,4 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,2300000.0,10000 sqft,4 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
5 BHK Apartment in Powai,Mumbai,Powai,2300000.0,10000 sqft,5 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
5 BHK Apartment in Goregaon,Mumbai,Goregaon,2300000.0,10000 sqft,5 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
5 BHK Apartment in Malad,Mumbai,Malad,2300000.0,10000 sqft,5 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
5 BHK Apartment in Thane,Mumbai,Thane,2300000.0,10000 sqft,5 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
5 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2300000.0,10000 sqft,5 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,2300000.0,10000 sqft,3 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
3 BHK Apartment in Malad,Mumbai,Malad,2300000.0,10000 sqft,3 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
3 BHK Apartment in Thane,Mumbai,Thane,2300000.0,10000 sqft,3 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
3 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2300000.0,10000 sqft,3 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
3 BHK Apartment in Kandivali,Mumbai,Kandivali,2300000.0,10000 sqft,3 BHK,6900.0,82800.0,24840.0,57960.0,2.52,460000.0,1840000.0,15967.947493925825,191615.36992710992,-133655.36992710992,-29.055515201545635,-37.0
4 BHK Apartment in Bandra,Mumbai,Bandra,4500000.0,10000 sqft,4 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,4500000.0,10000 sqft,4 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,4500000.0,10000 sqft,4 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,4500000.0,10000 sqft,4 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,4500000.0,10000 sqft,4 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,4500000.0,10000 sqft,4 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
5 BHK Apartment in Powai,Mumbai,Powai,4500000.0,10000 sqft,5 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
5 BHK Apartment in Goregaon,Mumbai,Goregaon,4500000.0,10000 sqft,5 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
5 BHK Apartment in Malad,Mumbai,Malad,4500000.0,10000 sqft,5 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
5 BHK Apartment in Thane,Mumbai,Thane,4500000.0,10000 sqft,5 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
5 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,4500000.0,10000 sqft,5 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,4500000.0,10000 sqft,3 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
3 BHK Apartment in Malad,Mumbai,Malad,4500000.0,10000 sqft,3 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
3 BHK Apartment in Thane,Mumbai,Thane,4500000.0,10000 sqft,3 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
3 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,4500000.0,10000 sqft,3 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
3 BHK Apartment in Kandivali,Mumbai,Kandivali,4500000.0,10000 sqft,3 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,4500000.0,10000 sqft,2 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,4500000.0,10000 sqft,2 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,4500000.0,10000 sqft,2 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,4500000.0,10000 sqft,2 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
2 BHK Apartment in Chembur,Mumbai,Chembur,4500000.0,10000 sqft,2 BHK,13500.0,162000.0,48600.0,113400.0,2.52,900000.0,3600000.0,31241.636401159227,374899.63681391074,-261499.63681391074,-29.05551520154564,-37.0
4 BHK Apartment in Borivali,Mumbai,Borivali,2400000.0,10000 sqft,4 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
4 BHK Apartment in Powai,Mumbai,Powai,2400000.0,10000 sqft,4 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
4 BHK Apartment in Goregaon,Mumbai,Goregaon,2400000.0,10000 sqft,4 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
4 BHK Apartment in Malad,Mumbai,Malad,2400000.0,10000 sqft,4 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
4 BHK Apartment in Thane,Mumbai,Thane,2400000.0,10000 sqft,4 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
5 BHK Apartment in Powai,Mumbai,Powai,2400000.0,10000 sqft,5 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
5 BHK Apartment in Goregaon,Mumbai,Goregaon,2400000.0,10000 sqft,5 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
5 BHK Apartment in Malad,Mumbai,Malad,2400000.0,10000 sqft,5 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
5 BHK Apartment in Thane,Mumbai,Thane,2400000.0,10000 sqft,5 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
5 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2400000.0,10000 sqft,5 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,2400000.0,10000 sqft,3 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
3 BHK Apartment in Malad,Mumbai,Malad,2400000.0,10000 sqft,3 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
3 BHK Apartment in Thane,Mumbai,Thane,2400000.0,10000 sqft,3 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
3 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2400000.0,10000 sqft,3 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
3 BHK Apartment in Kandivali,Mumbai,Kandivali,2400000.0,10000 sqft,3 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,2400000.0,10000 sqft,2 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,2400000.0,10000 sqft,2 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,2400000.0,10000 sqft,2 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,2400000.0,10000 sqft,2 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
2 BHK Apartment in Chembur,Mumbai,Chembur,2400000.0,10000 sqft,2 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
2 BHK Apartment in Andheri,Mumbai,Andheri,2400000.0,10000 sqft,2 BHK,7200.0,86400.0,25920.0,60480.0,2.52,480000.0,1920000.0,16662.206080618253,199946.47296741902,-139466.47296741902,-29.055515201545628,-37.0
5 BHK Apartment in Powai,Mumbai,Powai,185000.0,10000 sqft,5 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
5 BHK Apartment in Goregaon,Mumbai,Goregaon,185000.0,10000 sqft,5 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
5 BHK Apartment in Malad,Mumbai,Malad,185000.0,10000 sqft,5 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
5 BHK Apartment in Thane,Mumbai,Thane,185000.0,10000 sqft,5 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
5 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,185000.0,10000 sqft,5 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,185000.0,10000 sqft,3 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
3 BHK Apartment in Malad,Mumbai,Malad,185000.0,10000 sqft,3 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
3 BHK Apartment in Thane,Mumbai,Thane,185000.0,10000 sqft,3 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
3 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,185000.0,10000 sqft,3 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
3 BHK Apartment in Kandivali,Mumbai,Kandivali,185000.0,10000 sqft,3 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,185000.0,10000 sqft,2 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,185000.0,10000 sqft,2 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,185000.0,10000 sqft,2 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,185000.0,10000 sqft,2 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
2 BHK Apartment in Chembur,Mumbai,Chembur,185000.0,10000 sqft,2 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
2 BHK Apartment in Andheri,Mumbai,Andheri,185000.0,10000 sqft,2 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
4 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,185000.0,10000 sqft,4 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
4 BHK Apartment in Kandivali,Mumbai,Kandivali,185000.0,10000 sqft,4 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
4 BHK Apartment in Chembur,Mumbai,Chembur,185000.0,10000 sqft,4 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
4 BHK Apartment in Andheri,Mumbai,Andheri,185000.0,10000 sqft,4 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
4 BHK Apartment in Bandra,Mumbai,Bandra,185000.0,10000 sqft,4 BHK,555.0,6660.0,1998.0,4662.0,2.52,37000.0,148000.0,1284.3783853809905,15412.540624571886,-10750.540624571886,-29.05551520154564,-37.0
3 BHK Apartment in Goregaon,Mumbai,Goregaon,219000.0,10000 sqft,3 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
3 BHK Apartment in Malad,Mumbai,Malad,219000.0,10000 sqft,3 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
3 BHK Apartment in Thane,Mumbai,Thane,219000.0,10000 sqft,3 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
3 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,219000.0,10000 sqft,3 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
3 BHK Apartment in Kandivali,Mumbai,Kandivali,219000.0,10000 sqft,3 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Chembur,Mumbai,Chembur,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Andheri,Mumbai,Andheri,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
4 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,219000.0,10000 sqft,4 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
4 BHK Apartment in Kandivali,Mumbai,Kandivali,219000.0,10000 sqft,4 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
4 BHK Apartment in Chembur,Mumbai,Chembur,219000.0,10000 sqft,4 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
4 BHK Apartment in Andheri,Mumbai,Andheri,219000.0,10000 sqft,4 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
4 BHK Apartment in Bandra,Mumbai,Bandra,219000.0,10000 sqft,4 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Bandra,Mumbai,Bandra,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Borivali,Mumbai,Borivali,219000.0,10000 sqft,2 BHK,657.0,7884.0,2365.2,5518.8,2.52,43800.0,175200.0,1520.4263048564155,18245.115658276987,-12726.315658276988,-29.055515201545635,-37.0
2 BHK Apartment in Malad,Mumbai,Malad,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
2 BHK Apartment in Thane,Mumbai,Thane,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
2 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
2 BHK Apartment in Kandivali,Mumbai,Kandivali,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
2 BHK Apartment in Chembur,Mumbai,Chembur,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
2 BHK Apartment in Andheri,Mumbai,Andheri,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
4 BHK Apartment in Navi Mumbai,Mumbai,Navi Mumbai,107000.0,10000 sqft,4 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
4 BHK Apartment in Kandivali,Mumbai,Kandivali,107000.0,10000 sqft,4 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
4 BHK Apartment in Chembur,Mumbai,Chembur,107000.0,10000 sqft,4 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
4 BHK Apartment in Andheri,Mumbai,Andheri,107000.0,10000 sqft,4 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
4 BHK Apartment in Bandra,Mumbai,Bandra,107000.0,10000 sqft,4 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
2 BHK Apartment in Bandra,Mumbai,Bandra,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
2 BHK Apartment in Borivali,Mumbai,Borivali,107000.0,10000 sqft,2 BHK,321.0,3852.0,1155.6,2696.4,2.52,21400.0,85600.0,742.8566877608971,8914.280253130764,-6217.880253130765,-29.055515201545628,-37.0
