Title,City,Location,Price (Lakhs),Area (sqft),Bedrooms
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,151.0,1801 sqft,4 BHK
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,151.0,1810 sqft,4 BHK
2 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,122.0,1810 sqft,2 BHK
2 BHK Apartment in Madhapur,Hyderabad,Madhapur,122.0,1801 sqft,2 BHK
2 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,122.0,1810 sqft,2 BHK
2 BHK Apartment in Hitech City,Hyderabad,Hitech City,122.0,1801 sqft,2 BHK
2 BHK Apartment in Kondapur,Hyderabad,Kondapur,122.0,1810 sqft,2 BHK
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,122.0,1810 sqft,3 BHK
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,122.0,1801 sqft,3 BHK
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,122.0,1810 sqft,3 BHK
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,122.0,1801 sqft,3 BHK
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,122.0,1801 sqft,4 BHK
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,122.0,1810 sqft,4 BHK
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,122.0,1801 sqft,4 BHK
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,122.0,1810 sqft,4 BHK
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,122.0,1801 sqft,4 BHK
2 BHK Apartment in Madhapur,Hyderabad,Madhapur,87.74,1801 sqft,2 BHK
2 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,87.74,1810 sqft,2 BHK
2 BHK Apartment in Hitech City,Hyderabad,Hitech City,87.74,1801 sqft,2 BHK
2 BHK Apartment in Kondapur,Hyderabad,Kondapur,87.74,1810 sqft,2 BHK
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,87.74,1810 sqft,3 BHK
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,87.74,1801 sqft,3 BHK
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,87.74,1810 sqft,3 BHK
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,87.74,1801 sqft,3 BHK
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,87.74,1801 sqft,4 BHK
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,87.74,1810 sqft,4 BHK
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,87.74,1801 sqft,4 BHK
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,87.74,1810 sqft,4 BHK
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,87.74,1801 sqft,4 BHK
5 BHK Apartment in Manikonda,Hyderabad,Manikonda,87.74,1801 sqft,5 BHK
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,87.74,1810 sqft,5 BHK
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,87.74,1801 sqft,5 BHK
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,87.74,1810 sqft,5 BHK
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,111.0,1810 sqft,3 BHK
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,111.0,1801 sqft,3 BHK
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,111.0,1810 sqft,3 BHK
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,111.0,1801 sqft,3 BHK
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,111.0,1801 sqft,4 BHK
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,111.0,1810 sqft,4 BHK
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,111.0,1801 sqft,4 BHK
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,111.0,1810 sqft,4 BHK
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,111.0,1801 sqft,4 BHK
5 BHK Apartment in Manikonda,Hyderabad,Manikonda,111.0,1801 sqft,5 BHK
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,111.0,1810 sqft,5 BHK
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,111.0,1801 sqft,5 BHK
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,111.0,1810 sqft,5 BHK
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,111.0,1810 sqft,3 BHK
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,111.0,1801 sqft,3 BHK
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,111.0,1810 sqft,3 BHK
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,111.0,1801 sqft,3 BHK
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,133.0,1801 sqft,4 BHK
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,133.0,1810 sqft,4 BHK
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,133.0,1801 sqft,4 BHK
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,133.0,1810 sqft,4 BHK
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,133.0,1801 sqft,4 BHK
5 BHK Apartment in Manikonda,Hyderabad,Manikonda,133.0,1801 sqft,5 BHK
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,133.0,1810 sqft,5 BHK
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,133.0,1801 sqft,5 BHK
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,133.0,1810 sqft,5 BHK
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,133.0,1810 sqft,3 BHK
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,133.0,1801 sqft,3 BHK
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,133.0,1810 sqft,3 BHK
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,133.0,1801 sqft,3 BHK
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,133.0,1801 sqft,5 BHK
5 BHK Apartment in Madhapur,Hyderabad,Madhapur,133.0,1810 sqft,5 BHK
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,96.37,1810 sqft,4 BHK
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,96.37,1801 sqft,4 BHK
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,96.37,1810 sqft,4 BHK
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,96.37,1801 sqft,4 BHK
5 BHK Apartment in Manikonda,Hyderabad,Manikonda,96.37,1801 sqft,5 BHK
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,96.37,1810 sqft,5 BHK
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,96.37,1801 sqft,5 BHK
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,96.37,1810 sqft,5 BHK
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,96.37,1810 sqft,3 BHK
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,96.37,1801 sqft,3 BHK
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,96.37,1810 sqft,3 BHK
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,96.37,1801 sqft,3 BHK
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,96.37,1801 sqft,5 BHK
5 BHK Apartment in Madhapur,Hyderabad,Madhapur,96.37,1810 sqft,5 BHK
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,96.37,1810 sqft,4 BHK
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,96.37,1801 sqft,4 BHK
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,96.37,1810 sqft,4 BHK
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,96.37,1801 sqft,4 BHK
