City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Estimated_Monthly_Rent,Gross_Rental_Yield_%,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
Bangalore,Hoodi,2 BHK,15204000,1269,11981.08747,33845,2.671270718,406140,121842,284298,1.869889503,3040800,12163200,105555.0755,1266660.906,-982362.9062,-32.30606769,21.66529024
Bangalore,Yelahanka,3 BHK,15232000,1137,13396.65787,26441,2.083061975,317292,95187.6,222104.4,1.458143382,3046400,12185600,105749.4679,1268993.615,-1046889.215,-34.36479829,21.66529024
Bangalore,Bellandur,3 BHK,15298000,1095,13970.77626,29556,2.318420709,354672,106401.6,248270.4,1.622894496,3059600,12238400,106207.6786,1274492.143,-1026221.743,-33.54104272,21.66529024
Bangalore,Marathahalli,3 BHK,15310000,1196,12801.00334,28744,2.25295885,344928,103478.4,241449.6,1.577071195,3062000,12248000,106290.9896,1275491.875,-1034042.275,-33.77015923,21.66529024
Bangalore,Koramangala,3 BHK,15367000,1186,12956.99831,30829,2.407418494,369948,110984.4,258963.6,1.685192946,3073400,12293600,106686.717,1280240.604,-1021277.004,-33.22955047,21.66529024
Bangalore,BTM Layout,3 BHK,15384000,1100,13985.45455,30339,2.366536661,364068,109220.4,254847.6,1.656575663,3076800,12307200,106804.741,1281656.892,-1026809.292,-33.37263689,21.66529024
Bangalore,BTM Layout,5 BHK,15453000,707,21857.14286,32003,2.485187342,384036,115210.8,268825.2,1.73963114,3090600,12362400,107283.7794,1287405.353,-1018580.153,-32.9573595,21.66529024
Bangalore,Yelahanka,5 BHK,15457000,668,23139.22156,29436,2.285255871,353232,105969.6,247262.4,1.59967911,3091400,12365600,107311.5497,1287738.597,-1040476.197,-33.65711965,21.66529024
Bangalore,Hoodi,5 BHK,15466000,685,22578.10219,31899,2.475029096,382788,114836.4,267951.6,1.732520367,3093200,12372800,107374.033,1288488.396,-1020536.796,-32.99291337,21.66529024
Bangalore,Sarjapur Road,5 BHK,15591000,698,22336.67622,27704,2.1323071,332448,99734.4,232713.6,1.49261497,3118200,12472800,108241.8563,1298902.275,-1066188.675,-34.19244035,21.66529024
Bangalore,Bellandur,5 BHK,15650000,680,23014.70588,27226,2.087616613,326712,98013.6,228698.4,1.461331629,3130000,12520000,108651.4688,1303817.626,-1075119.226,-34.34885705,21.66529024
Bangalore,HSR Layout,3 BHK,15772000,1103,14299.18404,35569,2.706238904,426828,128048.4,298779.6,1.894367233,3154400,12617600,109498.4643,1313981.572,-1015201.972,-32.18367904,21.66529024
Bangalore,Bommanahalli,2 BHK,15869000,1212,13093.23432,31891,2.411569727,382692,114807.6,267884.4,1.688098809,3173800,12695200,110171.8951,1322062.741,-1054178.341,-33.21502116,21.66529024
Bangalore,Yelahanka,2 BHK,16202000,1252,12940.89457,32141,2.380520923,385692,115707.6,269984.4,1.666364646,3240400,12961600,112483.7762,1349805.315,-1079820.915,-33.32369197,21.66529024
Bangalore,Malleshwaram,3 BHK,16670000,1167,14284.49015,34223,2.463563287,410676,123202.8,287473.2,1.724494301,3334000,13336000,115732.9064,1388794.877,-1101321.677,-33.0330437,21.66529024
Bangalore,HSR Layout,3 BHK,16997000,1739,9774.008051,37371,2.638418544,448452,134535.6,313916.4,1.846892981,3399400,13597600,118003.132,1416037.584,-1102121.184,-32.4210503,21.66529024
Bangalore,Koramangala,2 BHK,17006000,1277,13317.14957,35089,2.475996707,421068,126320.4,294747.6,1.733197695,3401200,13604800,118065.6153,1416787.383,-1122039.783,-32.98952673,21.66529024
Bangalore,Indiranagar,3 BHK,17015000,1619,10509.57381,40537,2.858912724,486444,145933.2,340510.8,2.001238907,3403000,13612000,118128.0985,1417537.182,-1077026.382,-31.64932067,21.66529024
Bangalore,Hennur,3 BHK,17198000,1098,15663.02368,35117,2.450308175,421404,126421.2,294982.8,1.715215723,3439600,13758400,119398.5917,1432783.101,-1137800.301,-33.07943659,21.66529024
Bangalore,Whitefield,3 BHK,17341000,1149,15092.25413,36438,2.521515484,437256,131176.8,306079.2,1.765060838,3468200,13872800,120391.3815,1444696.578,-1138617.378,-32.83021101,21.66529024
Bangalore,Jayanagar,2 BHK,17460000,1186,14721.75379,35829,2.462474227,429948,128984.4,300963.6,1.723731959,3492000,13968000,121217.5492,1454610.591,-1153646.991,-33.03685541,21.66529024
Bangalore,Whitefield,3 BHK,17548000,1612,10885.85608,33870,2.316161386,406440,121932,284508,1.62131297,3509600,14038400,121828.4968,1461941.962,-1177433.962,-33.54895035,21.66529024
Bangalore,Bommanahalli,2 BHK,17611000,1223,14399.83647,39282,2.676645279,471384,141415.2,329968.8,1.873651695,3522200,14088800,122265.8797,1467190.556,-1137221.756,-32.28725673,21.66529024
Bangalore,Bommanahalli,3 BHK,17692000,1628,10867.32187,35045,2.377006557,420540,126162,294378,1.66390459,3538400,14153600,122828.2292,1473938.75,-1179560.75,-33.33599225,21.66529024
Bangalore,JP Nagar,2 BHK,17700000,1561,11338.88533,40658,2.756474576,487896,146368.8,341527.2,1.929532203,3540000,14160000,122883.7698,1474605.238,-1133078.038,-32.00785418,21.66529024
Bangalore,Electronic City,2 BHK,17800000,1179,15097.54029,34777,2.344516854,417324,125197.2,292126.8,1.641161798,3560000,14240000,123578.0284,1482936.341,-1190809.541,-33.44970621,21.66529024
Bangalore,Banashankari,2 BHK,17925000,1461,12268.99384,38276,2.562410042,459312,137793.6,321518.4,1.793687029,3585000,14340000,124445.8517,1493350.22,-1171831.82,-32.68708006,21.66529024
Bangalore,Electronic City,3 BHK,18110000,1655,10942.59819,35458,2.349508559,425496,127648.8,297847.2,1.644655991,3622000,14488000,125730.23,1508762.761,-1210915.561,-33.43223525,21.66529024
Bangalore,Marathahalli,3 BHK,18224000,1551,11749.83881,41082,2.705136084,492984,147895.2,345088.8,1.893595259,3644800,14579200,126521.6848,1518260.218,-1173171.418,-32.18753891,21.66529024
Bangalore,Marathahalli,2 BHK,18262000,1491,12248.1556,39341,2.585105684,472092,141627.6,330464.4,1.809573979,3652400,14609600,126785.5031,1521426.037,-1190961.637,-32.60764531,21.66529024
Bangalore,Ramamurthy Nagar,3 BHK,18292000,1656,11045.89372,41239,2.705379401,494868,148460.4,346407.6,1.893765581,3658400,14633600,126993.7807,1523925.368,-1177517.768,-32.1866873,21.66529024
Bangalore,HSR Layout,2 BHK,18434000,1230,14986.99187,41129,2.677378757,493548,148064.4,345483.6,1.87416513,3686800,14747200,127979.6279,1535755.534,-1190271.934,-32.28468955,21.66529024
Bangalore,Bellandur,2 BHK,18558000,1489,12463.39825,43224,2.794956353,518688,155606.4,363081.6,1.956469447,3711600,14846400,128840.5085,1546086.102,-1183004.502,-31.87316797,21.66529024
Bangalore,Indiranagar,2 BHK,18580000,1492,12453.08311,43450,2.806243272,521400,156420,364980,1.964370291,3716000,14864000,128993.2454,1547918.945,-1182938.945,-31.83366375,21.66529024
Bangalore,JP Nagar,3 BHK,18601000,1572,11832.6972,44453,2.867781302,533436,160030.8,373405.2,2.007446911,3720200,14880800,129139.0397,1549668.477,-1176263.277,-31.61828064,21.66529024
Bangalore,Koramangala,3 BHK,18693000,1755,10651.28205,36196,2.323607768,434352,130305.6,304046.4,1.626525437,3738600,14954400,129777.7576,1557333.091,-1253286.691,-33.52288801,21.66529024
Bangalore,Whitefield,2 BHK,18905000,1198,15780.46745,37117,2.356011637,445404,133621.2,311782.8,1.649208146,3781000,15124000,131249.5858,1574995.03,-1263212.23,-33.40947447,21.66529024
Bangalore,Ramamurthy Nagar,1 BHK,18945000,1376,13768.1686,42688,2.703911322,512256,153676.8,358579.2,1.892737926,3789000,15156000,131527.2892,1578327.471,-1219748.271,-32.19182557,21.66529024
Bangalore,Jayanagar,3 BHK,19091000,1632,11697.91667,35162,2.210172333,421944,126583.2,295360.8,1.547120633,3818200,15272800,132540.9068,1590490.881,-1295130.081,-33.91991204,21.66529024
Bangalore,Hebbal,2 BHK,19182000,1512,12686.50794,40594,2.539505787,487128,146138.4,340989.6,1.777654051,3836400,15345600,133172.6821,1598072.185,-1257082.585,-32.76724495,21.66529024
Bangalore,Banashankari,3 BHK,19261000,1529,12597.1223,39680,2.472145787,476160,142848,333312,1.730502051,3852200,15408800,133721.1464,1604653.757,-1271341.757,-33.00300495,21.66529024
Bangalore,Jayanagar,3 BHK,19276000,1526,12631.71691,45532,2.834529985,546384,163915.2,382468.8,1.98417099,3855200,15420800,133825.2852,1605903.422,-1223434.622,-31.73466025,21.66529024
Bangalore,Bommanahalli,1 BHK,19281000,1454,13260.66025,45415,2.826513148,544980,163494,381486,1.978559203,3856200,15424800,133859.9981,1606319.977,-1224833.977,-31.76271918,21.66529024
Bangalore,Jayanagar,2 BHK,19319000,1464,13196.03825,38171,2.370992287,458052,137415.6,320636.4,1.659694601,3863800,15455200,134123.8164,1609485.796,-1288849.396,-33.3570422,21.66529024
Bangalore,JP Nagar,3 BHK,19405000,1675,11585.07463,35808,2.214357124,429696,128908.8,300787.2,1.550049987,3881000,15524000,134720.8787,1616650.545,-1315863.345,-33.90526527,21.66529024
Bangalore,Banashankari,2 BHK,19669000,1262,15585.57845,38469,2.346982561,461628,138488.4,323139.6,1.642887793,3933800,15735200,136553.7214,1638644.657,-1315505.057,-33.44107624,21.66529024
Bangalore,Hebbal,3 BHK,19711000,1676,11760.73986,35154,2.14016539,421848,126554.4,295293.6,1.498115773,3942200,15768800,136845.31,1642143.72,-1346850.12,-34.16493634,21.66529024
Bangalore,Kasavanahalli,1 BHK,19727000,1357,14537.21444,47988,2.919126071,575856,172756.8,403099.2,2.04338825,3945400,15781600,136956.3914,1643476.697,-1240377.497,-31.43857395,21.66529024
Bangalore,Hebbal,2 BHK,19918000,1248,15959.9359,34725,2.092077518,416700,125010,291690,1.464454262,3983600,15934400,138282.4253,1659389.104,-1367699.104,-34.33324389,21.66529024
Bangalore,Koramangala,2 BHK,19950000,1436,13892.75766,42503,2.556571429,510036,153010.8,357025.2,1.7896,3990000,15960000,138504.588,1662055.057,-1305029.857,-32.7075152,21.66529024
Bangalore,Malleshwaram,1 BHK,19960000,1407,14186.2118,45313,2.724228457,543756,163126.8,380629.2,1.90695992,3992000,15968000,138574.0139,1662888.167,-1282258.967,-32.1207156,21.66529024
Bangalore,JP Nagar,2 BHK,19978000,1181,16916.17273,35768,2.148443288,429216,128764.8,300451.2,1.503910301,3995600,15982400,138698.9804,1664387.765,-1363936.565,-34.13596369,21.66529024
Bangalore,Bellandur,3 BHK,20135000,1480,13604.72973,45224,2.695247082,542688,162806.4,379881.6,1.886672958,4027000,16108000,139788.9664,1677467.597,-1297585.997,-32.22215041,21.66529024
Bangalore,Indiranagar,2 BHK,20136000,1269,15867.61229,37986,2.263766389,455832,136749.6,319082.4,1.584636472,4027200,16108800,139795.909,1677550.908,-1358468.508,-33.73233284,21.66529024
Bangalore,Yelahanka,1 BHK,20471000,1344,15231.39881,41756,2.447716282,501072,150321.6,350750.4,1.713401397,4094200,16376800,142121.6753,1705460.103,-1354709.703,-33.08850822,21.66529024
Bangalore,BTM Layout,1 BHK,20490000,1416,14470.33898,42716,2.501669107,512592,153777.6,358814.4,1.751168375,4098000,16392000,142253.5844,1707043.013,-1348228.613,-32.89967333,21.66529024
Bangalore,Sarjapur Road,3 BHK,20508000,1548,13248.06202,45494,2.662024576,545928,163778.4,382149.6,1.863417203,4101600,16406400,142378.551,1708542.612,-1326393.012,-32.33842919,21.66529024
Bangalore,Hoodi,1 BHK,20514000,1420,14446.47887,45120,2.639368236,541440,162432,379008,1.847557765,4102800,16411200,142420.2065,1709042.478,-1330034.478,-32.41772637,21.66529024
Bangalore,Hebbal,3 BHK,20552000,1493,13765.57267,39893,2.329291553,478716,143614.8,335101.2,1.630504087,4110400,16441600,142684.0247,1712208.297,-1377107.097,-33.50299477,21.66529024
Bangalore,Jayanagar,3 BHK,20776000,1540,13490.90909,45110,2.605506353,541320,162396,378924,1.823854447,4155200,16620800,144239.164,1730869.968,-1351945.968,-32.53624296,21.66529024
Bangalore,Sarjapur Road,1 BHK,20841000,1334,15622.93853,42666,2.45665755,511992,153597.6,358394.4,1.719660285,4168200,16672800,144690.4321,1736285.185,-1377890.785,-33.05721378,21.66529024
Bangalore,Yelahanka,3 BHK,20946000,1472,14229.61957,44008,2.52122601,528096,158428.8,369667.2,1.764858207,4189200,16756800,145419.4036,1745032.843,-1375365.643,-32.83122417,21.66529024
Bangalore,Electronic City,2 BHK,21001000,1472,14266.9837,44484,2.541821818,533808,160142.4,373665.6,1.779275273,4200200,16800800,145801.2458,1749614.949,-1375949.349,-32.75913884,21.66529024
Bangalore,Ramamurthy Nagar,3 BHK,21146000,1571,13460.21642,49696,2.82016457,596352,178905.6,417446.4,1.974115199,4229200,16916800,146807.9207,1761695.049,-1344248.649,-31.78493921,21.66529024
Bangalore,HSR Layout,3 BHK,21150000,1490,14194.63087,43380,2.461276596,520560,156168,364392,1.722893617,4230000,16920000,146835.6911,1762028.293,-1397636.293,-33.04104712,21.66529024
Bangalore,Sarjapur Road,2 BHK,21324000,1527,13964.63654,38216,2.150590884,458592,137577.6,321014.4,1.505413618,4264800,17059200,148043.701,1776524.412,-1455510.012,-34.12844711,21.66529024
Bangalore,BTM Layout,3 BHK,21433000,1447,14812.02488,41406,2.318256894,496872,149061.6,347810.4,1.622779826,4286600,17146400,148800.4429,1785605.315,-1437794.915,-33.54161607,21.66529024
Bangalore,Indiranagar,3 BHK,21496000,1463,14693.09638,45883,2.561388165,550596,165178.8,385417.2,1.792971716,4299200,17196800,149237.8258,1790853.91,-1405436.71,-32.69065662,21.66529024
Bangalore,Electronic City,3 BHK,21572000,1579,13661.81127,38411,2.136714259,460932,138279.6,322652.4,1.495699981,4314400,17257600,149765.4623,1797185.548,-1474533.148,-34.17701529,21.66529024
Bangalore,Bommanahalli,3 BHK,21797000,1498,14550.73431,48840,2.688810387,586080,175824,410256,1.882167271,4359400,17437600,151327.5441,1815930.53,-1405674.53,-32.24467885,21.66529024
Bangalore,Hennur,1 BHK,22069000,1348,16371.66172,44231,2.405056867,530772,159231.6,371540.4,1.683539807,4413800,17655200,153215.9275,1838591.13,-1467050.73,-33.23781617,21.66529024
Bangalore,Electronic City,3 BHK,22250000,1453,15313.14522,52366,2.824233708,628392,188517.6,439874.4,1.976963596,4450000,17800000,154472.5355,1853670.426,-1413796.026,-31.77069722,21.66529024
Bangalore,Koramangala,3 BHK,22626000,1540,14692.20779,51018,2.705807478,612216,183664.8,428551.2,1.894065235,4525200,18100800,157082.9478,1884995.374,-1456444.174,-32.18518903,21.66529024
Bangalore,Whitefield,1 BHK,22802000,1424,16012.64045,42617,2.242803263,511404,153421.2,357982.8,1.569962284,4560400,18241600,158304.8429,1899658.115,-1541675.315,-33.80570378,21.66529024
Bangalore,Whitefield,3 BHK,23761000,1552,15309.92268,46511,2.348941543,558132,167439.6,390692.4,1.64425908,4752200,19008800,164962.7828,1979553.393,-1588860.993,-33.4342198,21.66529024
Bangalore,JP Nagar,3 BHK,23833000,1545,15425.88997,44370,2.234045231,532440,159732,372708,1.563831662,4766600,19066400,165462.649,1985551.788,-1612843.788,-33.83635689,21.66529024
Bangalore,Hebbal,3 BHK,24039000,1444,16647.50693,49599,2.475926619,595188,178556.4,416631.6,1.733148633,4807800,19231200,166892.8217,2002713.86,-1586082.26,-32.98977203,21.66529024
Bangalore,Bellandur,2 BHK,24156000,1733,13938.83439,57548,2.858817685,690576,207172.8,483403.2,2.00117238,4831200,19324800,167705.1042,2012461.25,-1529058.05,-31.6496533,21.66529024
Bangalore,Marathahalli,2 BHK,24995000,1703,14677.04052,58025,2.785757151,696300,208890,487410,1.950030006,4999000,19996000,173529.9337,2082359.205,-1594949.205,-31.90536517,21.66529024
Bangalore,Sarjapur Road,2 BHK,25102000,1630,15400,55142,2.636060872,661704,198511.2,463192.8,1.84524261,5020400,20081600,174272.7904,2091273.485,-1628080.685,-32.42930215,21.66529024
Bangalore,JP Nagar,2 BHK,25885000,1594,16239.02133,53913,2.499347112,646956,194086.8,452869.2,1.749542979,5177000,20708000,179708.8352,2156506.022,-1703636.822,-32.90780031,21.66529024
Bangalore,Banashankari,2 BHK,26647000,1665,16004.2042,56363,2.538206928,676356,202906.8,473449.2,1.776744849,5329400,21317600,184999.0856,2219989.027,-1746539.827,-32.77179095,21.66529024
Bangalore,Hebbal,2 BHK,26662000,1749,15244.13951,49564,2.230770385,594768,178430.4,416337.6,1.561539269,5332400,21329600,185103.2244,2221238.693,-1804901.093,-33.84781885,21.66529024
Bangalore,Kasavanahalli,3 BHK,27225000,1348,20196.58754,60103,2.649168044,721236,216370.8,504865.2,1.854417631,5445000,21780000,189011.9002,2268142.803,-1763277.603,-32.38342705,21.66529024
Bangalore,HSR Layout,3 BHK,27367000,1411,19395.46421,60669,2.660240436,728028,218408.4,509619.6,1.862168305,5473400,21893600,189997.7474,2279972.969,-1770353.369,-32.34467368,21.66529024
Bangalore,Electronic City,2 BHK,27390000,1684,16264.84561,52720,2.309748083,632640,189792,442848,1.616823658,5478000,21912000,190157.4269,2281889.123,-1839041.123,-33.57139691,21.66529024
Bangalore,Indiranagar,2 BHK,27406000,1749,15669.52544,53407,2.338480625,640884,192265.2,448618.8,1.636936437,5481200,21924800,190268.5083,2283222.099,-1834603.299,-33.47083302,21.66529024
Bangalore,Indiranagar,3 BHK,27487000,1459,18839.61618,63455,2.77025503,761460,228438,533022,1.939178521,5497400,21989600,190830.8577,2289970.293,-1756948.293,-31.9596226,21.66529024
Bangalore,Whitefield,3 BHK,27620000,1420,19450.70423,65728,2.855669804,788736,236620.8,552115.2,1.998968863,5524000,22096000,191754.2216,2301050.66,-1748935.46,-31.66067089,21.66529024
Bangalore,Jayanagar,2 BHK,27849000,1688,16498.22275,51327,2.211655715,615924,184777.2,431146.8,1.548159,5569800,22279200,193344.0738,2320128.886,-1888982.086,-33.9147202,21.66529024
Bangalore,Koramangala,3 BHK,27927000,1433,19488.48569,60514,2.60023633,726168,217850.4,508317.6,1.820165431,5585400,22341600,193885.5955,2326627.146,-1818309.546,-32.55468805,21.66529024
Bangalore,Koramangala,2 BHK,27963000,1613,17336.01984,54570,2.341808819,654840,196452,458388,1.639266173,5592600,22370400,194135.5286,2329626.343,-1871238.343,-33.45918434,21.66529024
Bangalore,Hennur,3 BHK,28301000,1438,19680.80668,66608,2.824267694,799296,239788.8,559507.2,1.976987386,5660200,22640800,196482.1226,2357785.471,-1798278.271,-31.77057827,21.66529024
Bangalore,Hoodi,3 BHK,29100000,1432,20321.22905,59577,2.456783505,714924,214477.2,500446.8,1.719748454,5820000,23280000,202029.2487,2424350.985,-1923904.185,-33.05677293,21.66529024
Bangalore,Malleshwaram,4 BHK,30340000,1742,17416.76234,70516,2.789030982,846192,253857.6,592334.4,1.952321688,6068000,24272000,210638.0552,2527656.662,-1935322.262,-31.89390676,21.66529024
Bangalore,Marathahalli,4 BHK,30559000,1743,17532.41538,74816,2.937897182,897792,269337.6,628454.4,2.056528028,6111800,24447200,212158.4815,2545901.778,-1917447.378,-31.37287506,21.66529024
Bangalore,Bommanahalli,3 BHK,30815000,1362,22624.81645,56900,2.215803992,682800,204840,477960,1.551062794,6163000,24652000,213935.7835,2567229.402,-2089269.402,-33.90020123,21.66529024
Bangalore,Electronic City,3 BHK,30852000,1465,21059.38567,65544,2.549358226,786528,235958.4,550569.6,1.784550758,6170400,24681600,214192.6592,2570311.91,-2019742.31,-32.73276141,21.66529024
Bangalore,Ramamurthy Nagar,3 BHK,32118000,1457,22043.92588,60107,2.245731366,721284,216385.2,504898.8,1.572011956,6423600,25694400,222981.9729,2675783.674,-2170884.874,-33.79545542,21.66529024
Bangalore,Electronic City,3 BHK,32403000,1273,25454.04556,79187,2.932580317,950244,285073.2,665170.8,2.052806222,6480600,25922400,224960.6098,2699527.318,-2034356.518,-31.39148409,21.66529024
Bangalore,Kasavanahalli,3 BHK,32564000,1202,27091.51414,79043,2.912774843,948516,284554.8,663961.2,2.03894239,6512800,26051200,226078.3662,2712940.394,-2048979.194,-31.46080325,21.66529024
Bangalore,Jayanagar,4 BHK,32615000,1737,18776.62637,62338,2.293594972,748056,224416.8,523639.2,1.60551648,6523000,26092000,226432.438,2717189.257,-2193550.057,-33.6279328,21.66529024
Bangalore,Indiranagar,3 BHK,32734000,1261,25958.76289,74912,2.746208835,898944,269683.2,629260.8,1.922346184,6546800,26187200,227258.6058,2727103.269,-2097842.469,-32.04378428,21.66529024
Bangalore,HSR Layout,3 BHK,32773000,1196,27402.17391,79355,2.905623532,952260,285678,666582,2.033936472,6554600,26218400,227529.3666,2730352.399,-2063770.399,-31.48583284,21.66529024
Bangalore,Banashankari,4 BHK,32819000,1734,18926.75894,75543,2.762168256,906516,271954.8,634561.2,1.933517779,6563800,26255200,227848.7256,2734184.707,-2099623.507,-31.9879263,21.66529024
Bangalore,Koramangala,3 BHK,33156000,1201,27606.99417,66631,2.411545422,799572,239871.6,559700.4,1.688081795,6631200,26524800,230188.377,2762260.524,-2202560.124,-33.21510623,21.66529024
Bangalore,Ramamurthy Nagar,3 BHK,33993000,1257,27042.95943,78000,2.753508075,936000,280800,655200,1.927455653,6798600,27194400,235999.3214,2831991.856,-2176791.856,-32.01823694,21.66529024
Bangalore,Sarjapur Road,4 BHK,34038000,1618,21037.08282,62892,2.217239556,754704,226411.2,528292.8,1.552067689,6807600,27230400,236311.7377,2835740.853,-2307448.053,-33.89517676,21.66529024
Bangalore,JP Nagar,4 BHK,34271000,1705,20100.29326,73438,2.571433574,881256,264376.8,616879.2,1.800003502,6854200,27416800,237929.3602,2855152.323,-2238273.123,-32.65549769,21.66529024
Bangalore,BTM Layout,4 BHK,34375000,1646,20883.96112,69744,2.434699636,836928,251078.4,585849.6,1.704289745,6875000,27500000,238651.3892,2863816.67,-2277967.07,-33.13406647,21.66529024
Bangalore,Bellandur,4 BHK,34801000,1698,20495.28857,66458,2.291589322,797496,239248.8,558247.2,1.604112526,6960200,27840800,241608.9308,2899307.169,-2341059.969,-33.63495257,21.66529024
Bangalore,Hennur,4 BHK,35561000,1733,20519.90767,62673,2.114889907,752076,225622.8,526453.2,1.480422935,7112200,28448800,246885.296,2962623.552,-2436170.352,-34.25340053,21.66529024
Bangalore,Whitefield,3 BHK,35669000,1236,28858.41424,76835,2.584933696,922020,276606,645414,1.809453587,7133800,28535200,247635.0953,2971621.143,-2326207.143,-32.60824727,21.66529024
Bangalore,Hennur,3 BHK,35686000,1193,29912.82481,71287,2.397141736,855444,256633.2,598810.8,1.677999215,7137200,28548800,247753.1192,2973037.431,-2374226.631,-33.26551912,21.66529024
Bangalore,Yelahanka,4 BHK,36114000,1723,20959.95357,62973,2.092473833,755676,226702.8,528973.2,1.464731683,7222800,28891200,250724.546,3008694.552,-2479721.352,-34.33185679,21.66529024
Bangalore,Hennur,5 BHK,36584000,1446,25300.13831,81612,2.67697354,979344,293803.2,685540.8,1.873881478,7316800,29267200,253987.5614,3047850.736,-2362309.936,-32.28610781,21.66529024
Bangalore,Hoodi,3 BHK,36708000,1221,30063.88206,75441,2.466198104,905292,271587.6,633704.4,1.726338673,7341600,29366400,254848.442,3058181.304,-2424476.904,-33.02382184,21.66529024
Bangalore,Marathahalli,5 BHK,37059000,1563,23710.17274,83407,2.700785234,1000884,300265.2,700618.8,1.890549664,7411800,29647200,257285.2896,3087423.476,-2386804.676,-32.20276688,21.66529024
Bangalore,BTM Layout,5 BHK,38335000,1518,25253.62319,91396,2.860967784,1096752,329025.6,767726.4,2.002677449,7667000,30668000,266144.0292,3193728.351,-2426001.951,-31.64212796,21.66529024
Bangalore,Bommanahalli,3 BHK,38409000,1277,30077.52545,66593,2.080543623,799116,239734.8,559381.2,1.456380536,7681800,30727200,266657.7806,3199893.367,-2640512.167,-34.37361252,21.66529024
Bangalore,Sarjapur Road,5 BHK,38716000,1580,24503.79747,84968,2.633577849,1019616,305884.8,713731.2,1.843504494,7743200,30972800,268789.1544,3225469.853,-2511738.653,-32.43799273,21.66529024
Bangalore,Hoodi,5 BHK,39344000,1508,26090.18568,77368,2.359739732,928416,278524.8,649891.2,1.651817812,7868800,31475200,273149.0983,3277789.18,-2627897.98,-33.39642614,21.66529024
Bangalore,Malleshwaram,5 BHK,39420000,1516,26002.63852,81849,2.491598174,982188,294656.4,687531.6,1.744118721,7884000,31536000,273676.7349,3284120.818,-2596589.218,-32.93492159,21.66529024
Bangalore,Marathahalli,3 BHK,40637000,1193,34062.86672,98265,2.901739794,1179180,353754,825426,2.031217856,8127400,32509600,282125.8619,3385510.342,-2560084.342,-31.49942592,21.66529024
Bangalore,Bellandur,5 BHK,40859000,1489,27440.56414,78223,2.297354316,938676,281602.8,657073.2,1.608148021,8171800,32687200,283667.1159,3404005.391,-2746932.191,-33.6147751,21.66529024
Bangalore,Banashankari,5 BHK,41373000,1460,28337.67123,80603,2.337843521,967236,290170.8,677065.2,1.636490465,8274600,33098400,287235.6051,3446827.261,-2769762.061,-33.47306288,21.66529024
Bangalore,Yelahanka,5 BHK,41953000,1497,28024.7161,79321,2.268853241,951852,285555.6,666296.4,1.588197268,8390600,33562400,291262.3049,3495147.659,-2828851.259,-33.71452886,21.66529024
Bangalore,Koramangala,3 BHK,42492000,1113,38177.89757,94726,2.675120023,1136712,341013.6,795698.4,1.872584016,8498400,33993600,295004.3587,3540052.304,-2744353.904,-32.29259512,21.66529024
Bangalore,Bellandur,3 BHK,43590000,1089,40027.54821,96805,2.66496903,1161660,348498,813162,1.865478321,8718000,34872000,302627.3179,3631527.815,-2818365.815,-32.3281236,21.66529024
Bangalore,Kasavanahalli,5 BHK,43761000,1438,30431.84979,82034,2.249509838,984408,295322.4,689085.6,1.574656886,8752200,35008800,303814.5001,3645774.001,-2956688.401,-33.78223077,21.66529024
Bangalore,Indiranagar,3 BHK,44187000,1135,38931.27753,98000,2.661416254,1176000,352800,823200,1.862991378,8837400,35349600,306772.0417,3681264.5,-2858064.5,-32.34055831,21.66529024
Bangalore,Banashankari,3 BHK,45656000,1162,39290.8778,84589,2.223295952,1015068,304520.4,710547.6,1.556307167,9131200,36524800,316970.7003,3803648.404,-3093100.804,-33.87397937,21.66529024
Bangalore,Banashankari,1 BHK,46431000,649,71542.37288,101282,2.617613233,1215384,364615.2,850768.8,1.832329263,9286200,37144800,322351.2044,3868214.453,-3017445.653,-32.49386889,21.66529024
Bangalore,HSR Layout,3 BHK,46633000,1131,41231.6534,102829,2.646083246,1233948,370184.4,863763.6,1.852258272,9326600,37306400,323753.6067,3885043.281,-3021279.681,-32.39422384,21.66529024
Bangalore,Indiranagar,1 BHK,46842000,669,70017.93722,107963,2.765799923,1295556,388666.8,906889.2,1.936059946,9368400,37473600,325204.6072,3902455.286,-2995566.086,-31.97521547,21.66529024
Bangalore,Jayanagar,3 BHK,47190000,1164,40541.23711,102662,2.610603942,1231944,369583.2,862360.8,1.827422759,9438000,37752000,327620.6271,3931447.525,-3069086.725,-32.51840141,21.66529024
Bangalore,Banashankari,4 BHK,47786000,1555,30730.54662,106470,2.673670113,1277640,383292,894348,1.871569079,9557200,38228800,331758.4082,3981100.899,-3086752.899,-32.29766981,21.66529024
Bangalore,JP Nagar,3 BHK,47799000,1103,43335.44878,84616,2.124295487,1015392,304617.6,710774.4,1.487006841,9559800,38239200,331848.6619,3982183.942,-3271409.542,-34.220481,21.66529024
Bangalore,Electronic City,3 BHK,47883000,1185,40407.59494,102904,2.578886035,1234848,370454.4,864393.6,1.805220224,9576600,38306400,332431.8391,3989182.069,-3124788.469,-32.62941408,21.66529024
