title,city,location,bedrooms,price_inr,area_sqft,price_per_sqft,estimated_monthly_rent
"4 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,4,9324652,1273.3,7181.42,35297
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,6233958,793.1,9313.31,27764
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,2158334,703.6,8554.16,7607
"3 BHK Apartment in urit nagar, Bangalore",Bangalore,urit nagar,3,11492447,1238.8,7338.13,45782
"3 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,3,10024323,1223.1,8016.3,39294
"2 BHK Apartment in siddharth nagar, Mumbai",Mumbai,siddharth nagar,2,8169406,765.2,16100.63,29945
"3 BHK Apartment in bhumkar nagar, Mumbai",Mumbai,bhumkar nagar,3,14367179,1166.9,7077.44,59193
"4 BHK Apartment in lalit estate, Mumbai",Mumbai,lalit estate,4,14521532,1384.2,17238.96,57138
"3 BHK Apartment in laxmi vihar, Bangalore",Bangalore,laxmi vihar,3,6763389,862.5,7631.71,25119
"3 BHK Apartment in shankar kalat nagar, Mumbai",Mumbai,shankar kalat nagar,3,45684066,1596.1,7169.98,144482
"3 BHK Apartment in mukai nagar, Mumbai",Mumbai,mukai nagar,3,12172167,1079.9,8261.83,45921
"4 BHK Apartment in jai bhavani nagar, Mumbai",Mumbai,jai bhavani nagar,4,17019911,1419.1,8374.04,59111
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,6450900,949.4,8849.56,29897
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,6411266,852.3,7904.64,25217
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,11783649,844.8,8929.65,51941
"2 BHK Apartment in urit nagar, Bangalore",Bangalore,urit nagar,2,7676378,1065.5,7642.79,34003
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,10561942,849.3,9560.72,40154
"2 BHK Apartment in shani nagar, Bangalore",Bangalore,shani nagar,2,9760178,1202.7,7792.33,36384
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,5460528,1474.8,2834.34,22792
"3 BHK Apartment in wadmukhwadi, Bangalore",Bangalore,wadmukhwadi,3,24932981,1283.4,2792.79,102637
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,10551325,1281.2,7585.89,43141
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,2546073,869.7,17567.57,10297
"3 BHK Apartment in bhumkar nagar, Mumbai",Mumbai,bhumkar nagar,3,12454269,1229.1,7590.59,41576
"4 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,4,3357351,1357.6,7651.11,13675
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,7712044,975.7,8257.8,33665
"3 BHK Apartment in saint tukaram nagar, Mumbai",Mumbai,saint tukaram nagar,3,9396358,1009.7,7515.46,36553
"5 BHK Apartment in jambhulkar mala, Bangalore",Bangalore,jambhulkar mala,5,27548598,1487.2,17519.27,118699
"2 BHK Apartment in mukai nagar, Mumbai",Mumbai,mukai nagar,2,6306092,1731.9,8374.04,24074
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,13879239,1833.2,7360.74,61898
"3 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,3,12130041,745.8,8394.74,42108
"4 BHK Apartment in nilanjali society, Mumbai",Mumbai,nilanjali society,4,6801247,1653,20953.05,26534
"3 BHK Apartment in bellagio, Bangalore",Bangalore,bellagio,3,6429387,758,7545.1,26401
"3 BHK Apartment in gujrat colony, Bangalore",Bangalore,gujrat colony,3,7927530,981.5,18819.19,34854
"4 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,4,16261776,1424.1,7172.13,65299
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,2800598,912.6,8648.86,12418
"3 BHK Apartment in kaspate wasti, Mumbai",Mumbai,kaspate wasti,3,13433803,1301.1,7172.13,55727
"4 BHK Apartment in shankar kalat nagar, Mumbai",Mumbai,shankar kalat nagar,4,20348988,1464.1,19621.58,70288
"3 BHK Apartment in shree siddhivinayak meera, Bangalore",Bangalore,shree siddhivinayak meera,3,6592816,766.5,8173.97,22191
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,9183132,849.4,7661.56,32808
"2 BHK Apartment in midc, Bangalore",Bangalore,midc,2,15120146,1086.4,3625.28,72706
"4 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,4,3507013,1167.5,7419.62,13641
"2 BHK Apartment in midc, Bangalore",Bangalore,midc,2,6029403,757.9,9349.59,24338
"2 BHK Apartment in laxmi vihar, Mumbai",Mumbai,laxmi vihar,2,7802804,703.9,7531.7,26708
"4 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,4,12864513,1155.8,7172.13,54379
"3 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,3,19224872,1574.6,8374.04,85833
"2 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,2,10487950,1209,2530,38130
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,7907831,740,7661.56,29045
"3 BHK Apartment in eon free zone, Bangalore",Bangalore,eon free zone,3,18205114,920.8,18083.96,75114
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,7143898,915.8,8849.56,30572
"2 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,2,14135307,1568.5,7323.57,49208
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,3488428,1335.1,2834.34,13855
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,8787312,1083.6,6689.38,40423
"3 BHK Apartment in gujrat colony, Bangalore",Bangalore,gujrat colony,3,2777627,954.2,18819.19,10933
"2 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,2,8075031,1036.3,7419.62,36099
"3 BHK Apartment in kuthwad colony, Mumbai",Mumbai,kuthwad colony,3,9851171,871.6,7548.97,36599
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,8126969,841.5,6719.37,32391
"3 BHK Apartment in kuthwad colony, Mumbai",Mumbai,kuthwad colony,3,18241870,705.4,7548.97,60819
"3 BHK Apartment in mohanwadi, Mumbai",Mumbai,mohanwadi,3,12075765,1300.2,7060.78,53302
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,9494994,1021.5,8849.56,39333
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,11245273,1224.6,3734.3,47992
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,16923014,866.3,6724.64,64336
"3 BHK Apartment in laxmi vihar, Bangalore",Bangalore,laxmi vihar,3,5751325,689.1,7631.71,19944
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,5765502,1506.4,7707.77,21903
"4 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,4,21450846,1262.2,8374.04,90537
"3 BHK Apartment in laxmi nagar, Mumbai",Mumbai,laxmi nagar,3,13870511,811.7,8442.36,65763
"2 BHK Apartment in shani nagar, Bangalore",Bangalore,shani nagar,2,8884944,1248.9,7792.33,39222
"3 BHK Apartment in kuthwad colony, Bangalore",Bangalore,kuthwad colony,3,5156252,716.3,7548.97,22812
"2 BHK Apartment in dhayari phata, Mumbai",Mumbai,dhayari phata,2,11183245,1039.3,2750.79,41598
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,12446598,1556.7,7172.13,48477
"4 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,4,14865295,1438.4,8111.79,54971
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,13034302,1322.6,3635.82,47943
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,6867842,1410.8,3452.42,28209
"2 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,2,16459641,1600.7,2497.29,66477
"3 BHK Apartment in mokai vasti, Mumbai",Mumbai,mokai vasti,3,17463049,1556.8,7147.63,62511
"3 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,3,5804401,1754.1,7323.57,22515
"3 BHK Apartment in tupe vasti, Mumbai",Mumbai,tupe vasti,3,9686212,795.2,7744.57,33465
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,8965976,929.9,8428.57,37426
"4 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,4,4176857,1055.7,7159.09,15803
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,3478615,1455.8,3647.1,15309
"3 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,3,14176668,1484.7,8374.04,57168
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,15901487,1336.9,7625.86,57607
"3 BHK Apartment in yashwant nagar, Bangalore",Bangalore,yashwant nagar,3,13393482,1568.3,2523.43,54627
"2 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,2,6689450,669.8,9521.2,27607
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,6689632,832.1,8393.48,28822
"3 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,3,11420695,907.4,14122.53,39805
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,2989291,766.6,9466.02,11919
"4 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,4,12689552,1377.5,7461.96,49806
"4 BHK Apartment in malad west, Mumbai",Mumbai,malad west,4,24262364,1281.9,8374.04,96336
"3 BHK Apartment in atul nagar, Mumbai",Mumbai,atul nagar,3,11907853,1191.8,7306.27,44190
"2 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,2,8954261,1402.4,2944.48,44964
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,2726226,831.3,9560.72,10667
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,9664958,742.2,7984.6,40748
"4 BHK Apartment in chovisawadi, Mumbai",Mumbai,chovisawadi,4,14123257,1376.7,2741.66,57354
"3 BHK Apartment in bankar vasti, Mumbai",Mumbai,bankar vasti,3,13955237,1317.2,6946.53,48808
"3 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,3,11616542,821.2,17567.57,44522
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,11172932,852.2,14084.51,52813
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,2553585,681.7,7439.47,11873
"2 BHK Apartment in palace orchard, Mumbai",Mumbai,palace orchard,2,3527589,1065,7419.15,15902
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,8206955,744.3,9560.72,31173
"4 BHK Apartment in powai, Mumbai",Mumbai,powai,4,38712264,1353.5,14151.62,126575
"3 BHK Apartment in bhumkar nagar, Bangalore",Bangalore,bhumkar nagar,3,5925819,780.2,7590.59,27208
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,21119000,1213,7636.14,79193
"3 BHK Apartment in tarawade vasti, Mumbai",Mumbai,tarawade vasti,3,14447828,1135,7130.8,59966
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,23666326,1399.7,7522.98,88631
"5 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,5,11900803,1277.9,15529.75,49452
"3 BHK Apartment in mhada colony, Bangalore",Bangalore,mhada colony,3,8949047,986.7,14712.39,38996
"4 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,4,10981297,997.4,11931.82,40626
"2 BHK Apartment in ram nagar, Bangalore",Bangalore,ram nagar,2,2119594,817,9215.69,9002
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,5890576,794.4,9560.72,23375
"3 BHK Apartment in eon free zone, Bangalore",Bangalore,eon free zone,3,11427059,1302.6,7597.05,47091
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,8070751,880.1,14084.51,34232
"3 BHK Apartment in rambaug colony, Mumbai",Mumbai,rambaug colony,3,17917779,866,18058.97,65776
"3 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,3,13340184,1312.2,7257.5,46505
"3 BHK Apartment in laxmi nagar, Mumbai",Mumbai,laxmi nagar,3,21542770,762.5,7334.65,83656
"2 BHK Apartment in powai, Mumbai",Mumbai,powai,2,33746709,1501.1,3634.31,127405
"3 BHK Apartment in kharalwadi, Mumbai",Mumbai,kharalwadi,3,12313215,1119.7,9847.88,55915
"2 BHK Apartment in tupe vasti, Mumbai",Mumbai,tupe vasti,2,13804488,1454.1,2918.18,60297
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,38591334,1294.4,7360.74,130637
"3 BHK Apartment in urit nagar, Mumbai",Mumbai,urit nagar,3,14091172,1451,7338.13,61939
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,3909820,829.2,7904.64,17375
"1 BHK Apartment in swaraj nagari, Mumbai",Mumbai,swaraj nagari,1,15567159,1275.4,1863.49,52479
"3 BHK Apartment in saint tukaram nagar, Mumbai",Mumbai,saint tukaram nagar,3,26074068,911.6,7683.27,106903
"2 BHK Apartment in palace orchard, Mumbai",Mumbai,palace orchard,2,16653254,1195.5,7419.15,56065
"3 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,3,5172937,1442,8374.04,20971
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,19099449,790.7,7661.56,63503
"4 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,4,18115973,1363.7,7238.23,77523
"4 BHK Apartment in mayur colony, Mumbai",Mumbai,mayur colony,4,11228137,1260,13652.61,50252
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,14869702,1523.5,3031.31,61847
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,6759079,692.6,7643.22,28815
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,17482368,870.9,9313.31,73445
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,15767049,806.1,9560.72,67254
"3 BHK Apartment in malwadi, Mumbai",Mumbai,malwadi,3,15640251,1325.2,7294.62,53938
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,10103084,1358.5,13261.65,41713
"2 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,2,7618914,859.4,8388.47,24989
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,3035253,733.3,9423.51,11350
"2 BHK Apartment in jadhav nagar, Bangalore",Bangalore,jadhav nagar,2,8939184,1041.6,7577.09,32618
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,8759495,1006.9,8648.86,34195
"2 BHK Apartment in tupe vasti, Mumbai",Mumbai,tupe vasti,2,14800026,1600.9,2918.18,61892
"3 BHK Apartment in powai, Mumbai",Mumbai,powai,3,9364557,881.2,7984.6,36524
"3 BHK Apartment in ashoka nagar, Bangalore",Bangalore,ashoka nagar,3,5577508,1428.4,7645.75,23392
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,27748865,1311.5,13137.11,107540
"3 BHK Apartment in eon free zone, Mumbai",Mumbai,eon free zone,3,11924837,949.7,18083.96,41808
"3 BHK Apartment in hills & dales, Mumbai",Mumbai,hills & dales,3,2785985,681.3,8558.49,12397
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,18265106,1191.3,7253.46,65531
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,20371625,855.6,8668.35,73233
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,14146312,1210,6720,51751
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,3297983,905.2,9027.99,13998
"3 BHK Apartment in ramtekdi industrial area, Bangalore",Bangalore,ramtekdi industrial area,3,13087175,1417.3,9284.63,49191
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,2828906,846.6,9423.51,12041
"2 BHK Apartment in dhayari phata, Bangalore",Bangalore,dhayari phata,2,10169844,1243,2750.79,37496
"4 BHK Apartment in nandanwan society, Bangalore",Bangalore,nandanwan society,4,9349705,1129,17614.04,35896
"2 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,2,7203495,851.9,8069.23,27621
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,6342477,698.1,9451.1,27744
"3 BHK Apartment in bankar vasti, Bangalore",Bangalore,bankar vasti,3,5872832,642.7,6762.85,24155
"2 BHK Apartment in kotwal wadi, Bangalore",Bangalore,kotwal wadi,2,15439660,1518,2932.8,55885
"2 BHK Apartment in shree siddhivinayak meera, Mumbai",Mumbai,shree siddhivinayak meera,2,14298545,1173.9,2746.93,56478
"3 BHK Apartment in bhumkar nagar, Bangalore",Bangalore,bhumkar nagar,3,10109362,1262.1,7077.44,44417
"2 BHK Apartment in siddharth nagar, Bangalore",Bangalore,siddharth nagar,2,14873384,710.5,16100.63,51342
"2 BHK Apartment in malad west, Mumbai",Mumbai,malad west,2,18404068,1124.4,7419.62,73234
"4 BHK Apartment in gawade nagar, Bangalore",Bangalore,gawade nagar,4,11818223,1456.8,7338.13,49486
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,11241615,1446.9,7811.45,42626
"3 BHK Apartment in tupe vasti, Mumbai",Mumbai,tupe vasti,3,9517057,895.1,7744.57,37075
"4 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,4,13653739,1432.9,7640.26,56283
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,7732726,840.7,8849.56,35143
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,8683442,1272.8,6720,35163
"3 BHK Apartment in bhumkar nagar, Mumbai",Mumbai,bhumkar nagar,3,12711097,1045.7,7590.59,54542
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,10118925,1302.7,3505.54,42747
"4 BHK Apartment in ganga nagar, Bangalore",Bangalore,ganga nagar,4,21695385,1377.4,8111.79,86533
"3 BHK Apartment in mukai nagar, Bangalore",Bangalore,mukai nagar,3,20089039,918.6,8261.83,84397
"3 BHK Apartment in laxmi vihar, Bangalore",Bangalore,laxmi vihar,3,2511338,828.6,7631.71,9652
"3 BHK Apartment in ram nagar, Mumbai",Mumbai,ram nagar,3,13102801,1195.9,6728.16,46735
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,7645662,773.8,9423.51,29737
"4 BHK Apartment in nilanjali society, Bangalore",Bangalore,nilanjali society,4,12245041,1397.6,20953.05,52189
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,6929069,689.2,9560.72,27722
"3 BHK Apartment in bankar vasti, Mumbai",Mumbai,bankar vasti,3,16787732,1474.2,6946.53,62551
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,14949871,1415.9,13815.32,58356
"2 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,2,8094141,831.2,9416.87,33221
"3 BHK Apartment in dhayari phata, Mumbai",Mumbai,dhayari phata,3,13218314,1320.2,2928.28,53336
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,7175520,1051.9,8612.5,33189
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,11454052,843.1,7729.25,52252
"2 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,2,7684526,728.4,8851.77,28213
"2 BHK Apartment in jadhav nagar, Mumbai",Mumbai,jadhav nagar,2,12743270,1089.7,7577.09,42308
"4 BHK Apartment in jadhav nagar, Mumbai",Mumbai,jadhav nagar,4,15121434,1527.4,14554.67,62513
"3 BHK Apartment in mohan nagar co-op society, Bangalore",Bangalore,mohan nagar co-op society,3,13094419,1564.6,7323.57,48391
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,7343108,1339.6,7461.96,27497
"4 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,4,17329083,1432.9,7461.96,70063
"4 BHK Apartment in ashok nagar, Bangalore",Bangalore,ashok nagar,4,10435380,1351.5,7312.36,48297
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,4166024,1454.1,7554.67,14486
"3 BHK Apartment in hills & dales, Bangalore",Bangalore,hills & dales,3,3120597,839.6,8558.49,12845
"3 BHK Apartment in anand park nagar, Bangalore",Bangalore,anand park nagar,3,5158486,1215.7,6696.67,20908
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,10310173,1226,7253.46,48444
"3 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,3,29179068,1356.7,8374.04,123980
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,6799582,1242.9,7496.1,22617
"3 BHK Apartment in midc, Mumbai",Mumbai,midc,3,13700709,1432.6,2656.21,58066
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,9817755,1275.4,7522.98,40562
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,9090066,1277.7,7253.46,42556
"4 BHK Apartment in eon free zone, Mumbai",Mumbai,eon free zone,4,28604275,1099.6,15881.07,97536
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,8746219,634,8668.35,33404
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,3096720,771.3,8523.93,11639
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,25390474,1086.6,7481.48,103586
"2 BHK Apartment in atur nagar, Bangalore",Bangalore,atur nagar,2,8920109,1064.4,2753.96,32019
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,7578715,819.4,8428.57,31015
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,11784577,1047.4,7419.62,43087
"2 BHK Apartment in powai, Mumbai",Mumbai,powai,2,9663737,733,9416.87,37220
"3 BHK Apartment in nilanjali society, Bangalore",Bangalore,nilanjali society,3,9475007,1001.3,15364.12,33782
"2 BHK Apartment in wadmukhwadi, Bangalore",Bangalore,wadmukhwadi,2,8979622,1227.1,2661.55,31943
"2 BHK Apartment in atur nagar, Bangalore",Bangalore,atur nagar,2,11277914,1346.4,2753.96,44942
"4 BHK Apartment in ashok nagar, Mumbai",Mumbai,ashok nagar,4,12808066,1060,7312.36,41267
"3 BHK Apartment in sagar co-operative housing society, Mumbai",Mumbai,sagar co-operative housing society,3,5638365,1397.7,7483.44,22355
"2 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,2,4448312,617.1,7991.01,18941
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,5623735,1205.3,7000.85,23080
"3 BHK Apartment in hingne budrukh, Bangalore",Bangalore,hingne budrukh,3,1534663,625.4,19557.2,6235
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,2270708,742.6,7875,9454
"2 BHK Apartment in ramya nagari, Mumbai",Mumbai,ramya nagari,2,12787187,1417.7,7043.73,56133
"4 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,4,13622667,1400.8,13815.32,50608
"3 BHK Apartment in atul nagar, Mumbai",Mumbai,atul nagar,3,13652913,1287,7306.27,52649
"4 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,4,13523058,1539.5,7257.5,53969
"4 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,4,3371251,1134.2,7238.23,12837
"4 BHK Apartment in malad west, Mumbai",Mumbai,malad west,4,15066990,1337.8,14151.62,50940
"4 BHK Apartment in nilanjali society, Bangalore",Bangalore,nilanjali society,4,12557192,1507.5,19691.66,50557
"3 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,3,29504271,1291.1,13137.11,121494
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,25280731,1030.1,6708.84,97061
"3 BHK Apartment in atul nagar, Mumbai",Mumbai,atul nagar,3,16282070,1214.4,7823.53,60759
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,8286233,824.1,8173.97,30919
"4 BHK Apartment in chovisawadi, Bangalore",Bangalore,chovisawadi,4,13893235,1612.4,2741.66,47027
"4 BHK Apartment in laxmi park colony, Bangalore",Bangalore,laxmi park colony,4,6997893,902.1,15648.15,25856
"2 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,2,13549015,1495.4,3420.67,46499
"3 BHK Apartment in mukai nagar, Mumbai",Mumbai,mukai nagar,3,38182185,1237.8,8261.83,134514
"3 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,3,11883054,744.6,8416.04,54129
"1 BHK Apartment in swaraj nagari, Bangalore",Bangalore,swaraj nagari,1,12274461,1240.9,1863.49,49535
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,10408942,860.5,8632.95,48894
"3 BHK Apartment in tarawade vasti, Bangalore",Bangalore,tarawade vasti,3,29626640,1208.7,7130.8,120676
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,6091296,726.3,8173.97,24765
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,20733671,973,9451.1,83688
"2 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,2,14786770,1343.1,2761.01,51678
"2 BHK Apartment in wadmukhwadi, Bangalore",Bangalore,wadmukhwadi,2,12179468,1457.9,2532.67,46091
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,2939558,1220.8,7265.79,14481
"2 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,2,10186440,795.5,9416.87,42571
"3 BHK Apartment in nilanjali society, Mumbai",Mumbai,nilanjali society,3,11976313,1088.6,15364.12,40994
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,14850532,1391.2,3422.85,51608
"3 BHK Apartment in mokai vasti, Bangalore",Bangalore,mokai vasti,3,8792198,1252.5,7147.63,36088
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,6343451,1387.2,8016.3,23916
"3 BHK Apartment in laxmi nagar, Bangalore",Bangalore,laxmi nagar,3,2001456,748.3,8442.36,7553
"2 BHK Apartment in datta nager, Mumbai",Mumbai,datta nager,2,31078147,1241.7,2523.43,130191
"3 BHK Apartment in bankar vasti, Mumbai",Mumbai,bankar vasti,3,9006724,773,6762.85,32785
"2 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,2,6658654,731.6,9399,27391
"3 BHK Apartment in atul nagar, Bangalore",Bangalore,atul nagar,3,9991907,1392,7306.27,40620
"3 BHK Apartment in anand park nagar, Mumbai",Mumbai,anand park nagar,3,11809555,1207.8,6696.67,54841
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,8858357,1124.9,11931.82,36974
"3 BHK Apartment in k. k. market, Mumbai",Mumbai,k. k. market,3,8930161,795.7,19434.19,36086
"2 BHK Apartment in datta nager, Mumbai",Mumbai,datta nager,2,14850702,1278.6,2523.43,51757
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,14647022,1411.1,8016.3,58277
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,7646942,812.3,9163.34,29488
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,17804613,1582.3,7360.74,76957
