title,city,location,bedrooms,price_inr,area_sqft,price_per_sqft,estimated_monthly_rent
2 BHK Apartment in Wadmukhwadi,Bangalore,Wadmukhwadi,2,11665225,1254.4,2661.55,50045
3 BHK Apartment in Borhade Wadi,Bangalore,Borhade Wadi,3,13520996,693.5,9460.46,46124
3 BHK Apartment in,Bangalore,,3,2939558,1220.8,7265.79,14481
2 BHK Apartment in,Bangalore,,2,13376562,1599.6,3420.67,51012
3 BHK Apartment in,Bangalore,,3,4150477,1278.4,19257.7,14804
4 BHK Apartment in Mohan Nagar Co-Op Society,Mumbai,Mohan Nagar Co-Op Society,4,12049105,1123.3,7651.11,42968
3 BHK Apartment in Magarpatta City,Bangalore,Magarpatta City,3,17137089,725.6,9147.13,56267
3 BHK Apartment in Laxmi Vihar,Hadapsar,Laxmi Vihar,3,5968000,782,7631.71,23872
3 BHK Apartment in,Mumbai,,3,12798183,1287,3734.3,46613
3 BHK Apartment in,Mumbai,,3,20694845,915,8632.95,83775
3 BHK Apartment in Dattwadi,Bangalore,Dattwadi,3,25492448,1251.8,7522.98,99049
3 BHK Apartment in,Bangalore,,3,8849982,1074.8,7000.85,31800
3 BHK Apartment in,Bangalore,,3,12680652,753.4,7904.64,54871
3 BHK Apartment in Urit Nagar,Bangalore,Urit Nagar,3,15628364,1419.2,7338.13,52066
3 BHK Apartment in Kaspate Wasti,Bangalore,Kaspate Wasti,3,13664145,1707.8,7172.13,59827
3 BHK Apartment in Hinjawadi Phase 1,Bangalore,Hinjawadi Phase 1,3,6503684,863.3,8929.65,24194
3 BHK Apartment in,Bangalore,,3,10220508,1190.2,7265.79,41508
4 BHK Apartment in Dattwadi,Mumbai,Dattwadi,4,7545957,1471.2,7253.46,27330
3 BHK Apartment in,Bangalore,,3,14869702,1523.5,3031.31,61847
3 BHK Apartment in EON Free Zone,Mumbai,EON Free Zone,3,18665065,793.8,18083.96,73551
3 BHK Apartment in Bankar Vasti,Bangalore,Bankar Vasti,3,7810849,809.2,6762.85,26469
3 BHK Apartment in,Bangalore,,3,4965845,1591.4,7172.13,20681
3 BHK Apartment in Dattwadi,Bangalore,Dattwadi,3,5499799,676.4,7439.47,21786
3 BHK Apartment in Patil Nagar,Bangalore,Patil Nagar,3,8428991,978.9,8656.82,35165
3 BHK Apartment in,Mumbai,,3,7737142,1378.4,19257.7,28242
4 BHK Apartment in Kotwal Nagar,Mumbai,Kotwal Nagar,4,13005576,1046,7505.81,45914
3 BHK Apartment in,Bangalore,,3,12246087,1475.4,7360.74,49330
2 BHK Apartment in,Bangalore,,2,7250046,842.4,9521.2,26139
2 BHK Apartment in Kotwal Wadi,Bangalore,Kotwal Wadi,2,30519547,1375.2,2932.8,111358
2 BHK Apartment in Mukai Nagar,Kiwale,Mukai Nagar,2,12000000,1433,8374.04,48000
2 BHK Apartment in,Bangalore,,2,12807045,1328,6609.97,49782
2 BHK Apartment in Dhayari Phata,Mumbai,Dhayari Phata,2,17460005,1312.2,2750.79,74920
3 BHK Apartment in,Bangalore,,3,4069638,1281,3734.3,15135
3 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,3,7611000,880,8648.86,30444
3 BHK Apartment in Kotwal Nagar,Kiwale,Kotwal Nagar,3,18300000,1393,13137.11,73200
3 BHK Apartment in Sant Nagar,Bangalore,Sant Nagar,3,7624282,928.3,8849.56,25929
2 BHK Apartment in Kotwal Wadi,Bangalore,Kotwal Wadi,2,9526594,1056.7,2612.8,36271
3 BHK Apartment in,Bangalore,,3,4108258,1173.6,3647.1,18963
4 BHK Apartment in,Mumbai,,4,18723563,1552.7,13815.32,71471
3 BHK Apartment in,Mumbai,,3,9636309,808,9423.51,32887
2 BHK Apartment in,Mumbai,,2,22461048,762.6,8675.95,84881
4 BHK Apartment in,Mumbai,,4,20065193,1645.7,8374.04,82122
4 BHK Apartment in Kotwal Nagar,Bangalore,Kotwal Nagar,4,11417712,1387.2,2758.34,42011
3 BHK Apartment in,Mumbai,,3,15811584,1393.8,7311.44,59959
3 BHK Apartment in,Mumbai,,3,16664758,1515.7,7554.67,63167
2 BHK Apartment in Shani Nagar,Bangalore,Shani Nagar,2,11202516,1241.4,7792.33,43143
4 BHK Apartment in Dattwadi,Bangalore,Dattwadi,4,11054726,1310.1,7757.65,43033
3 BHK Apartment in ,Bavdhan,,3,5137000,692,7423.41,20548
4 BHK Apartment in Ram Nagar,Bangalore,Ram Nagar,4,15687739,1565.4,7172.13,58763
3 BHK Apartment in,Bangalore,,3,5438972,604.7,9561.45,25131
2 BHK Apartment in Kotwal Wadi,Mumbai,Kotwal Wadi,2,2333117,610.3,9496.61,9099
4 BHK Apartment in,Bangalore,,4,13649128,1370.4,16379.31,61310
3 BHK Apartment in Mundhwa Industrial Area,Bangalore,Mundhwa Industrial Area,3,11200723,711.7,9466.02,48381
4 BHK Apartment in Laxmi Park Colony,Sadashiv Peth,Laxmi Park Colony,4,16900000,1080,15648.15,67600
3 BHK Apartment in Kharalwadi,Pimpri,Kharalwadi,3,12300000,1249,9847.88,49200
3 BHK Apartment in,Bangalore,,3,16479556,1151.1,7134.18,71779
3 BHK Apartment in Mukai Nagar,Mumbai,Mukai Nagar,3,15710281,1251.8,8261.83,62168
3 BHK Apartment in,Bangalore,,3,16222315,826.2,7419.74,53808
2 BHK Apartment in Mukai Nagar,Mumbai,Mukai Nagar,2,17099364,1441.8,8374.04,66291
3 BHK Apartment in,Bangalore,,3,17170513,875.9,7134.18,73082
3 BHK Apartment in K. K. Market,Bangalore,K. K. Market,3,5780838,688.7,19434.19,25821
3 BHK Apartment in MIDC,Bangalore,MIDC,3,6959468,869.7,7380.76,28889
2 BHK Apartment in MIDC,Bangalore,MIDC,2,6708445,733.9,9349.59,26678
3 BHK Apartment in Kotwal Nagar,Bangalore,Kotwal Nagar,3,6091296,726.3,8173.97,24765
3 BHK Apartment in Ashoka Nagar,Bangalore,Ashoka Nagar,3,14053325,1427.7,7645.75,54320
4 BHK Apartment in Nilanjali Society,Mumbai,Nilanjali Society,4,32417163,1360.3,20953.05,121631
4 BHK Apartment in Patil Nagar,Bangalore,Patil Nagar,4,15918388,1471.7,7323.57,58705
4 BHK Apartment in,Mumbai,,4,12322272,1236.6,13652.61,51286
2 BHK Apartment in Shree Siddhivinayak Meera,Mumbai,Shree Siddhivinayak Meera,2,6277887,1194.8,2746.93,24860
4 BHK Apartment in,Mumbai,,4,12429597,1195.5,11931.82,48958
2 BHK Apartment in Tupe Vasti,Moshi,Tupe Vasti,2,4351000,1491,2918.18,17404
3 BHK Apartment in Kuthwad Colony,Mumbai,Kuthwad Colony,3,16706606,804.4,7548.97,69102
3 BHK Apartment in Kumar Samrudhi Society,Mumbai,Kumar Samrudhi Society,3,11494415,1103.3,7651.11,43622
3 BHK Apartment in,Mumbai,,3,12261858,1155.8,7417.15,55816
4 BHK Apartment in Dattwadi,Bangalore,Dattwadi,4,3514879,1054.1,7757.65,12742
4 BHK Apartment in,Bangalore,,4,11972081,1233.5,14151.62,48004
3 BHK Apartment in,Mumbai,,3,17100237,1358.5,8982.93,66468
3 BHK Apartment in,Mumbai,,3,13763117,1364.1,3635.82,46138
3 BHK Apartment in Bankar Vasti,Bangalore,Bankar Vasti,3,3933727,1336.2,6946.53,17786
3 BHK Apartment in ,Bavdhan,,3,9907000,1355,7311.44,39628
4 BHK Apartment in Lalit Estate,Mumbai,Lalit Estate,4,16938270,1367,17238.96,67494
3 BHK Apartment in Patil Nagar,Bangalore,Patil Nagar,3,7736300,950.2,8258.81,29087
3 BHK Apartment in Kotwal Nagar,Kiwale,Kotwal Nagar,3,7907000,849,9313.31,31628
2 BHK Apartment in,Mumbai,,2,20221025,1591.5,7323.57,70098
4 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,4,12100000,1347,8982.93,48400
4 BHK Apartment in,Bangalore,,4,10685908,1329.2,13227.89,40244
4 BHK Apartment in Hinjawadi Phase 1,Mumbai,Hinjawadi Phase 1,4,15105437,1327.8,8982.93,53856
3 BHK Apartment in Hinjawadi Phase 1,Bangalore,Hinjawadi Phase 1,3,8268482,930.9,8648.86,32480
3 BHK Apartment in ,Kharadi,,3,7454000,791,9423.51,29816
3 BHK Apartment in Hingne Budrukh,Karve Nagar,Hingne Budrukh,3,15900000,813,19557.2,63600
3 BHK Apartment in Kuthwad Colony,Mumbai,Kuthwad Colony,3,14535679,1224.3,7462.84,51607
3 BHK Apartment in Dattwadi,Bangalore,Dattwadi,3,15083558,1376.7,7196.05,52558
3 BHK Apartment in Kuthwad Colony,Bangalore,Kuthwad Colony,3,6165007,794.9,7548.97,24283
3 BHK Apartment in Kuthwad Colony,Mumbai,Kuthwad Colony,3,28098507,1236.3,7462.84,115672
3 BHK Apartment in,Bangalore,,3,6820908,758.5,8665.82,26948
3 BHK Apartment in,Mumbai,,3,12905674,822.6,9027.99,43710
4 BHK Apartment in,Bangalore,,4,10196415,1179.8,11931.82,42701
2 BHK Apartment in,Mumbai,,2,17646491,750.9,9399,81712
3 BHK Apartment in,Bangalore,,3,2256993,804.6,6719.37,8035
4 BHK Apartment in Chovisawadi,Mumbai,Chovisawadi,4,14123257,1376.7,2741.66,57354
2 BHK Apartment in Tupe Vasti,Bangalore,Tupe Vasti,2,38542762,1720.4,2918.18,135377
3 BHK Apartment in,Mumbai,,3,10018038,773.5,8523.93,36387
3 BHK Apartment in Balewadi Gaon,Mumbai,Balewadi Gaon,3,11944235,1074.5,14084.51,49533
2 BHK Apartment in Laxmi Nagar,Mumbai,Laxmi Nagar,2,3242719,851.4,8069.23,13577
3 BHK Apartment in,Bangalore,,3,11917183,1478.5,13261.65,54874
3 BHK Apartment in Mohan Nagar Co-Op Society,Mumbai,Mohan Nagar Co-Op Society,3,17266915,1455.5,8016.3,66401
3 BHK Apartment in Mohan Nagar Co-Op Society,Bangalore,Mohan Nagar Co-Op Society,3,13094419,1564.6,7323.57,48391
3 BHK Apartment in,Mumbai,,3,8487217,757.7,7643.22,28965
3 BHK Apartment in Sant Nagar,Lohegaon,Sant Nagar,3,8000000,904,8849.56,32000
3 BHK Apartment in ,Punawale,,3,7400000,774,9560.72,29600
2 BHK Apartment in Kotwal Wadi,Mumbai,Kotwal Wadi,2,18596748,1566.2,2932.8,64217
3 BHK Apartment in Urit Nagar,Mumbai,Urit Nagar,3,13774858,1467.6,7338.13,60574
4 BHK Apartment in Rakshak Nagar,Bangalore,Rakshak Nagar,4,11885810,1280,7238.23,40259
2 BHK Apartment in Tyni Audyogic Wasahat,Bangalore,Tyni Audyogic Wasahat,2,9409556,1199.3,2020.56,40226
3 BHK Apartment in Kuthwad Colony,Lohegaon,Kuthwad Colony,3,9239000,1238,7462.84,36956
3 BHK Apartment in Hinjawadi Phase 1,Mumbai,Hinjawadi Phase 1,3,9465027,856,8648.86,39379
4 BHK Apartment in Shankar Kalat Nagar,Wakad,Shankar Kalat Nagar,4,14200000,814,17444.72,56800
3 BHK Apartment in Atul Nagar,Bangalore,Atul Nagar,3,30130897,1535.8,7306.27,123282
3 BHK Apartment in ,Baner,,3,8454000,1185,7134.18,33816
2 BHK Apartment in Shree Siddhivinayak Meera,Bangalore,Shree Siddhivinayak Meera,2,17061010,1157.8,2746.93,69224
4 BHK Apartment in,Mumbai,,4,14505463,1444.1,13815.32,56497
3 BHK Apartment in,Bangalore,,3,26296232,1445.6,2917.51,122152
5 BHK Apartment in,Mumbai,,5,13852478,1330.3,18328.65,55499
3 BHK Apartment in Ashoka Nagar,Bangalore,Ashoka Nagar,3,18832663,865.3,9468.11,68960
2 BHK Apartment in Ram Nagar,Bangalore,Ram Nagar,2,9712100,1126.7,7495.23,39888
3 BHK Apartment in Kotwal Nagar,Bangalore,Kotwal Nagar,3,9300529,995,7282.88,36850
3 BHK Apartment in Kotwal Nagar,Bangalore,Kotwal Nagar,3,12309328,1409,13137.11,45590
3 BHK Apartment in,Bangalore,,3,21119000,1213,7636.14,79193
3 BHK Apartment in Mohan Nagar Co-Op Society,Bangalore,Mohan Nagar Co-Op Society,3,11550025,1366.7,7237.72,46161
3 BHK Apartment in Urit Nagar,Bangalore,Urit Nagar,3,9372614,1230.2,7338.13,34406
3 BHK Apartment in Saint Tukaram Nagar,Mamurdi,Saint Tukaram Nagar,3,7993000,904,8841.81,31972
4 BHK Apartment in ,Balewadi,,4,12000000,1433,8374.04,48000
3 BHK Apartment in Bhumkar Nagar,Bangalore,Bhumkar Nagar,3,7514379,907.5,7590.59,26250
5 BHK Apartment in Jambhulkar Mala,Bangalore,Jambhulkar Mala,5,27548598,1487.2,17519.27,118699
3 BHK Apartment in,Mumbai,,3,8706607,786.4,9560.72,33025
2 BHK Apartment in MIDC,Bangalore,MIDC,2,6001514,794.8,9349.59,22689
4 BHK Apartment in Jadhav Nagar,Mundhwa,Jadhav Nagar,4,14900000,813,18327.18,59600
3 BHK Apartment in Sharad Nagar,Bangalore,Sharad Nagar,3,10959683,1389.7,7419.62,36874
3 BHK Apartment in,Mumbai,,3,11376141,1068.8,14084.51,43822
4 BHK Apartment in,Bangalore,,4,10515609,1073.4,11931.82,40919
2 BHK Apartment in Shree Siddhivinayak Meera,Bangalore,Shree Siddhivinayak Meera,2,11076035,1210.6,2746.93,41879
3 BHK Apartment in,Bangalore,,3,8218771,1194.7,7311.44,36415
2 BHK Apartment in Ramya Nagari,Bangalore,Ramya Nagari,2,4054830,1354.7,7043.73,17353
1 BHK Apartment in Swaraj Nagari,Mumbai,Swaraj Nagari,1,13403031,1059.3,1863.49,46051
3 BHK Apartment in Saint Tukaram Nagar,Bangalore,Saint Tukaram Nagar,3,5402302,771.2,7375.49,24054
3 BHK Apartment in Hills & Dales,Bangalore,Hills & Dales,3,3120597,839.6,8558.49,12845
4 BHK Apartment in Nilanjali Society,Bangalore,Nilanjali Society,4,14805983,1716.8,19691.66,52413
3 BHK Apartment in,Bangalore,,3,10472681,1338.7,6720,44974
3 BHK Apartment in,Bangalore,,3,5672424,755,8523.93,24329
3 BHK Apartment in,Mumbai,,3,12748378,1104.2,3635.82,50188
3 BHK Apartment in Bankar Vasti,Mumbai,Bankar Vasti,3,6796113,584.9,6762.85,25512
2 BHK Apartment in,Bangalore,,2,12117388,1240.9,2660.39,52196
3 BHK Apartment in Kuthwad Colony,Mumbai,Kuthwad Colony,3,3106379,791.3,7548.97,11400
3 BHK Apartment in Koregaon Park Annexe,Bangalore,Koregaon Park Annexe,3,3062358,919.7,14712.39,13590
3 BHK Apartment in,Mumbai,,3,5749047,1528.9,6948.36,23295
2 BHK Apartment in Kotwal Wadi,Bangalore,Kotwal Wadi,2,28172236,1350.9,2932.8,102207
3 BHK Apartment in Kuthwad Colony,Bangalore,Kuthwad Colony,3,5566086,809.8,7548.97,24937
5 BHK Apartment in,Mumbai,,5,13742219,1250.4,15529.75,52699
2 BHK Apartment in,Mumbai,,2,16792255,811.7,8388.47,74887
4 BHK Apartment in Dattwadi,Bangalore,Dattwadi,4,24697830,1218.8,7640.26,100229
3 BHK Apartment in Bhumkar Nagar,Mumbai,Bhumkar Nagar,3,15623459,1350.6,7590.59,49446
3 BHK Apartment in,Mumbai,,3,12696666,1345.1,7593.73,58926
3 BHK Apartment in,Bangalore,,3,8597151,866,8612.44,33501
3 BHK Apartment in Kumar Samrudhi Society,Bangalore,Kumar Samrudhi Society,3,8787312,1083.6,6689.38,40423
3 BHK Apartment in,Mumbai,,3,26084887,900.7,14084.51,103951
3 BHK Apartment in,Bangalore,,3,6411266,852.3,7904.64,25217
3 BHK Apartment in Pandhari Nagar,Bangalore,Pandhari Nagar,3,14898194,1756.9,2963.31,60164
3 BHK Apartment in Tupe Vasti,Bangalore,Tupe Vasti,3,5448645,667.8,7744.57,22304
4 BHK Apartment in,Mumbai,,4,14754699,1282.9,7419.62,49766
4 BHK Apartment in ,Sangamvadi,,4,15600000,813,19188.19,62400
3 BHK Apartment in Bellagio,Mumbai,Bellagio,3,3181117,813.6,7545.1,10944
4 BHK Apartment in,Mumbai,,4,21452303,1301,14151.62,88554
3 BHK Apartment in,Mumbai,,3,19887188,866.3,6719.37,73488
3 BHK Apartment in,Mumbai,,3,19972160,1344.4,7481.48,66402
4 BHK Apartment in Jai Bhavani Nagar,Mumbai,Jai Bhavani Nagar,4,15212655,1364.6,8374.04,51805
2 BHK Apartment in,Bangalore,,2,1322215,651.9,7351.46,5513
4 BHK Apartment in Hinjawadi Phase 1,Bangalore,Hinjawadi Phase 1,4,12942823,1597.3,7323.57,57677
2 BHK Apartment in Dhayari Phata,Bangalore,Dhayari Phata,2,11639483,1382.9,2750.79,39588
4 BHK Apartment in Rakshak Nagar,Bangalore,Rakshak Nagar,4,11827596,1373.7,7238.23,43215
4 BHK Apartment in Chovisawadi,Mumbai,Chovisawadi,4,16474409,1491.6,2741.66,59241
3 BHK Apartment in,Bangalore,,3,6558321,877.6,7661.56,31096
2 BHK Apartment in Ram Nagar,Bangalore,Ram Nagar,2,2119594,817,9215.69,9002
3 BHK Apartment in Sant Nagar,Bangalore,Sant Nagar,3,9738035,1014.9,8849.56,37049
2 BHK Apartment in Ram Nagar,Mumbai,Ram Nagar,2,8864327,973.6,9215.69,33127
4 BHK Apartment in,Bangalore,,4,13448540,1563.5,7402.51,46694
4 BHK Apartment in,Bangalore,,4,14210108,1608.6,16379.31,64772
3 BHK Apartment in Bankar Vasti,Bangalore,Bankar Vasti,3,3157392,919,6762.85,14978
3 BHK Apartment in,Bangalore,,3,17811836,1232.1,7134.18,68793
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,10300000,1423,7238.23,41200
3 BHK Apartment in MIDC,Bangalore,MIDC,3,5938729,818.4,7380.76,24246
4 BHK Apartment in Shankar Kalat Nagar,Mumbai,Shankar Kalat Nagar,4,14083975,1334.4,19621.58,53061
3 BHK Apartment in,Mumbai,,3,11132917,843.2,9363.21,38394
3 BHK Apartment in Kumar Samrudhi Society,Bangalore,Kumar Samrudhi Society,3,11604041,1404.9,6689.38,46480
3 BHK Apartment in Rakshak Nagar,Mumbai,Rakshak Nagar,3,8931846,849,8558.49,33853
4 BHK Apartment in Ganga Nagar,Mumbai,Ganga Nagar,4,14531969,1484.5,8111.79,57575
3 BHK Apartment in Bhumkar Nagar,Wakad,Bhumkar Nagar,3,8500000,1201,7077.44,34000
3 BHK Apartment in Malwadi,Bangalore,Malwadi,3,22010589,1432.3,7294.62,88278
3 BHK Apartment in Chintamani Nagar,Mumbai,Chintamani Nagar,3,16628525,1358.2,7186.44,60966
3 BHK Apartment in Dhayari Phata,Mumbai,Dhayari Phata,3,13218314,1320.2,2928.28,53336
4 BHK Apartment in,Bangalore,,4,3931021,1591.1,20672.74,19018
2 BHK Apartment in,Bangalore,,2,13099839,1377.1,2720.72,60677
2 BHK Apartment in Magarpatta City,Mumbai,Magarpatta City,2,19073190,1517.8,7525.36,76915
3 BHK Apartment in Borhade Wadi,Bangalore,Borhade Wadi,3,17340370,825.6,9460.46,77885
3 BHK Apartment in,Bangalore,,3,8466292,1114.3,7311.44,38831
3 BHK Apartment in Saint Tukaram Nagar,Bangalore,Saint Tukaram Nagar,3,2543061,795,7683.27,9699
3 BHK Apartment in Wadmukhwadi,Bangalore,Wadmukhwadi,3,14332455,1322.2,2792.79,57233
3 BHK Apartment in Mohan Nagar Co-Op Society,Mumbai,Mohan Nagar Co-Op Society,3,12437634,1222.4,7323.57,45687
3 BHK Apartment in Sharad Nagar,Bangalore,Sharad Nagar,3,10149275,1352.5,7419.62,41036
2 BHK Apartment in MIDC,Bangalore,MIDC,2,15120146,1086.4,3625.28,72706
2 BHK Apartment in,Bangalore,,2,7618914,859.4,8388.47,24989
3 BHK Apartment in,Bangalore,,3,9259342,1079.5,7593.73,39001
4 BHK Apartment in EON Free Zone,Mumbai,EON Free Zone,4,34127327,1537,15881.07,120627
3 BHK Apartment in Mohan Nagar Co-Op Society,Bangalore,Mohan Nagar Co-Op Society,3,17179945,1499.4,7237.72,62221
4 BHK Apartment in Dattwadi,Punawale,Dattwadi,4,6396000,811,7886.56,25584
3 BHK Apartment in K. K. Market,Bangalore,K. K. Market,3,7969809,777.6,19434.19,30027
4 BHK Apartment in,Mumbai,,4,14945473,1343.7,7307.01,49435
3 BHK Apartment in Atul Nagar,Mumbai,Atul Nagar,3,15478001,1323.4,7306.27,65111
3 BHK Apartment in Wadmukhwadi,Mumbai,Wadmukhwadi,3,14607419,1093.9,2792.79,52488
2 BHK Apartment in Laxmi Vihar,Bangalore,Laxmi Vihar,2,5038883,687.9,7531.7,19133
3 BHK Apartment in Hinjawadi Phase 1,Bangalore,Hinjawadi Phase 1,3,6415296,716.4,8929.65,23532
4 BHK Apartment in Nilanjali Society,Mumbai,Nilanjali Society,4,14476223,1354.3,19691.66,55907
3 BHK Apartment in,Bangalore,,3,34507989,1494.7,15674.89,127894
3 BHK Apartment in Chintamani Nagar,Mumbai,Chintamani Nagar,3,26927789,1432.5,7186.44,111931
2 BHK Apartment in Kotwal Wadi,Bangalore,Kotwal Wadi,2,8775713,1127.6,2612.8,34066
2 BHK Apartment in Kotwal Wadi,Mumbai,Kotwal Wadi,2,14480857,1291.6,2612.8,59541
3 BHK Apartment in Bhumkar Nagar,Bangalore,Bhumkar Nagar,3,3938689,1109.1,7077.44,16151
2 BHK Apartment in Dattwadi,Mumbai,Dattwadi,2,3845887,896.5,7991.01,12698
2 BHK Apartment in Dhayari Phata,Dhayari,Dhayari Phata,2,4071000,1498,2717.62,16284
3 BHK Apartment in Khese Park,Lohegaon,Khese Park,3,6438000,811,7938.35,25752
2 BHK Apartment in Hinjawadi Phase 1,Bangalore,Hinjawadi Phase 1,2,6497318,729.3,9466.92,24216
3 BHK Apartment in Kharalwadi,Bangalore,Kharalwadi,3,9130242,1091.4,9847.88,34331
2 BHK Apartment in Dattwadi,Bangalore,Dattwadi,2,5768055,778.6,7376.61,25235
4 BHK Apartment in Mundhwa Industrial Area,Mumbai,Mundhwa Industrial Area,4,22630463,1052,15648.15,82452
4 BHK Apartment in Mundhwa Industrial Area,Mumbai,Mundhwa Industrial Area,4,11613706,1038.4,15648.15,46647
3 BHK Apartment in ,Baner,,3,27500000,1428,19257.7,110000
4 BHK Apartment in Gawade Nagar,Mumbai,Gawade Nagar,4,12962391,1403,7338.13,50790
3 BHK Apartment in Laxmi Vihar,Bangalore,Laxmi Vihar,3,3415304,843.3,7631.71,13610
4 BHK Apartment in Ashok Nagar,Mumbai,Ashok Nagar,4,16796135,1614.8,7312.36,61758
3 BHK Apartment in,Bangalore,,3,14646710,703.4,6719.37,59181
2 BHK Apartment in Ram Nagar,Mumbai,Ram Nagar,2,3109289,995.5,9215.69,13465
4 BHK Apartment in Magarpatta City,Bangalore,Magarpatta City,4,6725496,1717.4,18920.81,23655
2 BHK Apartment in Mohan Nagar Co-Op Society,Bangalore,Mohan Nagar Co-Op Society,2,6304031,766.1,9347.88,24991
3 BHK Apartment in Koregaon Park Annexe,Bangalore,Koregaon Park Annexe,3,8258175,977.7,14712.39,30963
2 BHK Apartment in Hadapsar Gaon,Bangalore,Hadapsar Gaon,2,2985421,1203.2,7495.74,12706
3 BHK Apartment in ,Ravet,,3,10700000,1497,7147.63,42800
4 BHK Apartment in,Bangalore,,4,10409130,1386.4,14151.62,45972
4 BHK Apartment in Mohan Nagar Co-Op Society,Bangalore,Mohan Nagar Co-Op Society,4,10890952,1350.8,7651.11,45175
4 BHK Apartment in Dattwadi,Mumbai,Dattwadi,4,16007224,1569.5,2916.83,67435
3 BHK Apartment in Bhumkar Nagar,Wakad,Bhumkar Nagar,3,8714000,1148,7590.59,34856
4 BHK Apartment in ,Bavdhan,,4,9514000,1275,7461.96,38056
3 BHK Apartment in,Mumbai,,3,14849011,1177.5,7496.1,53499
4 BHK Apartment in Baner Gaon,Mumbai,Baner Gaon,4,15414355,1290.7,16451.15,58725
3 BHK Apartment in,Mumbai,,3,9721650,867.1,9366.31,34229
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,8250000,1233,6691,33000
4 BHK Apartment in Mayur Colony,Bangalore,Mayur Colony,4,10139568,1260.7,13652.61,37586
4 BHK Apartment in,Bangalore,,4,13061581,1412.9,16379.31,45037
3 BHK Apartment in,Mumbai,,3,14306911,1312.5,7707.77,56056
2 BHK Apartment in,Bangalore,,2,14419677,1687.1,2944.48,66650
2 BHK Apartment in Urit Nagar,Bangalore,Urit Nagar,2,7690459,1082.5,7642.79,34405
3 BHK Apartment in Bankar Vasti,Bangalore,Bankar Vasti,3,3903266,1358.1,6946.53,14409
2 BHK Apartment in MIDC,Mumbai,MIDC,2,17918325,1496.8,3625.28,64111
3 BHK Apartment in Dattawadi,Bangalore,Dattawadi,3,2712711,849.2,10261.96,10640
4 BHK Apartment in,Mumbai,,4,32559897,1388.5,7360.74,111115
4 BHK Apartment in Vishal Nagar,Mumbai,Vishal Nagar,4,17485666,1240.1,7238.23,55997
4 BHK Apartment in Vishal Nagar,Bangalore,Vishal Nagar,4,13878370,1504.9,7238.23,55710
2 BHK Apartment in Dattwadi,Mumbai,Dattwadi,2,4066462,890.9,8186.48,13574
2 BHK Apartment in Siddharth Nagar,Bangalore,Siddharth Nagar,2,6436718,708.7,16100.63,24352
2 BHK Apartment in,Bangalore,,2,8954261,1402.4,2944.48,44964
3 BHK Apartment in ,Pimple Saudagar,,3.5,6046000,783,7721.58,24184
4 BHK Apartment in Hinjawadi Phase 1,Mumbai,Hinjawadi Phase 1,4,11987479,1392.1,7323.57,48117
3 BHK Apartment in Ram Nagar,Mumbai,Ram Nagar,3,15837049,1317.5,6728.16,61393
3 BHK Apartment in Anand Park Nagar,Mumbai,Anand Park Nagar,3,16657520,1240.9,6696.67,61424
3 BHK Apartment in,Bangalore,,3,13379828,1621.2,3014.66,57673
2 BHK Apartment in,Bangalore,,2,2040500,642.4,9521.2,8872
3 BHK Apartment in Dattwadi,Bangalore,Dattwadi,3,6367231,734.7,7439.47,27780
2 BHK Apartment in,Bangalore,,2,6663399,847.3,9521.2,30567
4 BHK Apartment in,Mumbai,,4,16598134,1421.8,13652.61,69129
4 BHK Apartment in Gawade Nagar,Bangalore,Gawade Nagar,4,4999554,1568.1,7338.13,18460
4 BHK Apartment in,Bangalore,,4,11018907,1468.2,13815.32,41857
2 BHK Apartment in Atur Nagar,Bangalore,Atur Nagar,2,11277914,1346.4,2753.96,44942
3 BHK Apartment in,Mumbai,,3,8582036,725.5,6719.37,35524
3 BHK Apartment in Hills & Dales,Bangalore,Hills & Dales,3,7569207,810.8,8558.49,29015
2 BHK Apartment in Laxmi Nagar,Bangalore,Laxmi Nagar,2,7231639,822.2,8069.23,31284
4 BHK Apartment in Jadhav Nagar,Mundhwa,Jadhav Nagar,4,20100000,1381,14554.67,80400
3 BHK Apartment in,Bangalore,,3,9551585,1193.6,15674.89,38613
2 BHK Apartment in Prabhag 36,Bangalore,Prabhag 36,2,6603688,878.7,14780.41,30299
3 BHK Apartment in Nilanjali Society,Mumbai,Nilanjali Society,3,10860577,1038.1,15364.12,45614
2 BHK Apartment in,Bangalore,,2,9034215,1097,2231.09,39677
4 BHK Apartment in Kotwal Nagar,Mumbai,Kotwal Nagar,4,12404150,1319.1,2758.34,51212
3 BHK Apartment in Bhumkar Nagar,Bangalore,Bhumkar Nagar,3,11044070,1158.5,7590.59,48535
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,7610000,880,8647.73,30440
2 BHK Apartment in Kotwal Wadi,Bangalore,Kotwal Wadi,2,6234012,765.6,9496.61,22373
3 BHK Apartment in Kumar Samrudhi Society,Tingre Nagar,Kumar Samrudhi Society,3,8248000,1233,6689.38,32992
3 BHK Apartment in Magarpatta City,Bangalore,Magarpatta City,3,11209854,1417.7,7238.23,45339
