Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Estimated_Monthly_Rent
4 BHK Apartment in Koregaon Park Annexe,Mundhwa,Koregaon Park Annexe,4,18700000,1402,13338.09,74800
4 BHK Apartment in Ganga Nagar,Akurdi,Ganga Nagar,4,11900000,1467,8111.79,47600
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,5174000,692,7476.88,20696
3 BHK Apartment in Sharad Nagar,Mundhwa,Sharad Nagar,3,9000000,1213,7419.62,36000
3 BHK Apartment in ,Hinjawadi Phase 2,,3,5470000,701,7803.14,21880
3 BHK Apartment in ,Keshav Nagar,,3,7579000,880,8612.5,30316
4 BHK Apartment in ,Ravet,,4,6949000,731,9506.16,27796
3 BHK Apartment in Hills & Dales,Undri,Hills & Dales,3,6804000,795,8558.49,27216
4 BHK Apartment in Dattwadi,Punawale,Dattwadi,4,9260000,1212,7640.26,37040
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,7336000,802,9147.13,29344
2 BHK Apartment in Mukai Nagar,Kiwale,Mukai Nagar,2,12000000,1433,8374.04,48000
4 BHK Apartment in ,Mundhwa,,4,5623000,760,7398.68,22492
3 BHK Apartment in Shree Siddhivinayak Meera,Undri,Shree Siddhivinayak Meera,3,6531000,799,8173.97,26124
3 BHK Apartment in Hingne Budrukh,Karve Nagar,Hingne Budrukh,3,15900000,813,19557.2,63600
3 BHK Apartment in ,Wanowrie,,3,11500000,1492,7707.77,46000
4 BHK Apartment in Kotwal Nagar,Kiwale,Kotwal Nagar,4,7599000,880,8635.23,30396
3 BHK Apartment in Chovisawadi,Charholi Budruk,Chovisawadi,3,5007000,821,6098.66,20028
3 BHK Apartment in ,Moshi,,3,5104000,759,6724.64,20416
4 BHK Apartment in Kotwal Nagar,Kiwale,Kotwal Nagar,4,4132000,1498,2758.34,16528
2 BHK Apartment in Bellagio,Undri,Bellagio,2,3113000,1218,2555.83,12452
2 BHK Apartment in ,Charholi Budruk,,2,4830000,1329,3634.31,19320
3 BHK Apartment in MIDC,Moshi,MIDC,3,3979000,1498,2656.21,15916
3 BHK Apartment in MIDC,Spine Road,MIDC,3,5602000,759,7380.76,22408
3 BHK Apartment in Wadmukhwadi,Charholi Budruk,Wadmukhwadi,3,3410000,1221,2792.79,13640
3 BHK Apartment in ,Pashan,,3,16100000,820,19634.15,64400
2 BHK Apartment in Ram Nagar,Tathawade,Ram Nagar,2,7990000,867,9215.69,31960
3 BHK Apartment in ,Dudulgaon,,3,5471000,701,7804.56,21884
3 BHK Apartment in ,Hinjawadi Phase 2,,3,5470000,701,7803.14,21880
2 BHK Apartment in Mohan Nagar Co-Op Society,Baner,Mohan Nagar Co-Op Society,2,7927000,848,9347.88,31708
3 BHK Apartment in ,Baner,,3,11100000,1508,7360.74,44400
3 BHK Apartment in ,Dudulgaon,,3,5714000,768,7440.1,22856
2 BHK Apartment in ,Baner,,2,9000000,1213,7419.62,36000
2 BHK Apartment in Datta Nager,Ambegaon Budruk,Datta Nager,2,3500000,1387,2523.43,14000
4 BHK Apartment in ,Balewadi,,4,16600000,929,17868.68,66400
4 BHK Apartment in ,Balewadi,,4,12600000,1056,11931.82,50400
4 BHK Apartment in Patil Nagar,Balewadi,Patil Nagar,4,12400000,940,13191.49,49600
3 BHK Apartment in ,Balewadi,,3,9554000,1375,6948.36,38216
2 BHK Apartment in ,Manjari Khurd,,2,6854000,790,8675.95,27416
4 BHK Apartment in ,Balewadi,,4,10400000,1433,7257.5,41600
3 BHK Apartment in Patil Nagar,Balewadi,Patil Nagar,3,7618000,880,8656.82,30472
4 BHK Apartment in Dattwadi,Punawale,Dattwadi,4,9260000,1212,7640.26,37040
3 BHK Apartment in ,Punawale,,3,7400000,774,9560.72,29600
2 BHK Apartment in Dattwadi,Punawale,Dattwadi,2.5,7222000,836,8638.76,28888
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,7336000,802,9147.13,29344
3 BHK Apartment in Dattwadi,Punawale,Dattwadi,3,8160000,795,10264.15,32640
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,5174000,692,7476.88,20696
3 BHK Apartment in Saint Tukaram Nagar,Mamurdi,Saint Tukaram Nagar,3,5832000,776,7515.46,23328
3 BHK Apartment in Hills & Dales,Undri,Hills & Dales,3,6804000,795,8558.49,27216
4 BHK Apartment in ,Mundhwa,,4,5623000,760,7398.68,22492
3 BHK Apartment in ,Balewadi,,3,14300000,814,17567.57,57200
3 BHK Apartment in Saint Tukaram Nagar,Mamurdi,Saint Tukaram Nagar,3,5598000,759,7375.49,22392
3 BHK Apartment in ,Dudulgaon,,3,5639000,760,7419.74,22556
2 BHK Apartment in Wadmukhwadi,Charholi Budruk,Wadmukhwadi,2,3799000,1500,2532.67,15196
2 BHK Apartment in Dattwadi,Punawale,Dattwadi,2,6541000,799,8186.48,26164
3 BHK Apartment in Jijai Nagar,Kothrud,Jijai Nagar,3,13500000,756,17857.14,54000
3 BHK Apartment in Chovisawadi,Charholi Budruk,Chovisawadi,3,5007000,821,6098.66,20028
2 BHK Apartment in Dattwadi,Punawale,Dattwadi,2,6225000,779,7991.01,24900
3 BHK Apartment in ,Keshav Nagar,,3,4525000,1501,3014.66,18100
2 BHK Apartment in ,Charholi Budruk,,2,4830000,1329,3634.31,19320
3 BHK Apartment in ,Dudulgaon,,3,4847000,1329,3647.1,19388
2 BHK Apartment in ,Narhe,,2,4402000,1495,2944.48,17608
3 BHK Apartment in Pandhari Nagar,Handewadi,Pandhari Nagar,3,4442000,1499,2963.31,17768
3 BHK Apartment in Dattwadi,Punawale,Dattwadi,3,5654000,760,7439.47,22616
3 BHK Apartment in Mhada Colony,Viman Nagar,Mhada Colony,3,13300000,904,14712.39,53200
3 BHK Apartment in ,Mamurdi,,3,4347000,1491,2915.49,17388
2 BHK Apartment in Tyni Audyogic Wasahat,Kondhwa,Tyni Audyogic Wasahat,2,2457000,1216,2020.56,9828
3 BHK Apartment in PathareMala,Charholi Budruk,PathareMala,3,5238000,685,7646.72,20952
3 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,3,13600000,963,14122.53,54400
4 BHK Apartment in ,Pashan,,4,22800000,1392,16379.31,91200
3 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,3,7108000,796,8929.65,28432
5 BHK Apartment in ,Bavdhan,,5,26100000,1424,18328.65,104400
3 BHK Apartment in Dattwadi,Tathawade,Dattwadi,3,9494000,1262,7522.98,37976
4 BHK Apartment in Shankar Kalat Nagar,Wakad,Shankar Kalat Nagar,4,8000000,904,8849.56,32000
4 BHK Apartment in Dattwadi,Tathawade,Dattwadi,4,9379000,1209,7757.65,37516
5 BHK Apartment in ,Hinjawadi,,5.5,6558000,799,8207.76,26232
3 BHK Apartment in ,Moshi,,3,5104000,759,6724.64,20416
3 BHK Apartment in ,Kiwale,,3,6846000,790,8665.82,27384
3 BHK Apartment in ,Hinjawadi,,3,7400000,774,9560.72,29600
4 BHK Apartment in Industrial Area,Nanded,Industrial Area,4,18800000,1395,13476.7,75200
3 BHK Apartment in MIDC,Moshi,MIDC,3,7019000,737,9523.74,28076
3 BHK Apartment in ,Ravet,,3,5147000,692,7437.86,20588
3 BHK Apartment in Patil Nagar,Bavdhan,Patil Nagar,3,8201000,993,8258.81,32804
2 BHK Apartment in North Hadapsar,Hadapsar,North Hadapsar,2,5160000,692,7456.65,20640
3 BHK Apartment in MIDC,Moshi,MIDC,3,4750000,1355,3505.54,19000
4 BHK Apartment in ,Ravet,,4,6949000,731,9506.16,27796
3 BHK Apartment in ,Ravet,,3,4550000,1501,3031.31,18200
2 BHK Apartment in Wadmukhwadi,Charholi Budruk,Wadmukhwadi,2,3799000,1500,2532.67,15196
3 BHK Apartment in Nilanjali Society,Kalyani Nagar,Nilanjali Society,3,17300000,1126,15364.12,69200
2 BHK Apartment in Kotwal Wadi,Charholi Budruk,Kotwal Wadi,2,3185000,1219,2612.8,12740
1 BHK Apartment in Swaraj Nagari,Talegaon Dabhade,Swaraj Nagari,1,2266000,1216,1863.49,9064
4 BHK Apartment in Dattwadi,Punawale,Dattwadi,4,6396000,811,7886.56,25584
3 BHK Apartment in ,Nerhe,,3,8400000,1232,6818.18,33600
4 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,4,21700000,1379,15736.04,86800
3 BHK Apartment in Clover Park,Viman Nagar,Clover Park,3,13700000,972,14094.65,54800
3 BHK Apartment in ,Maan,,3,8232000,1225,6720.0,32928
2 BHK Apartment in ,Balewadi,,2,11000000,1502,7323.57,44000
3 BHK Apartment in ,Hinjawadi Phase 2,,3,10500000,1464,7172.13,42000
3 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,3,7908000,849,9314.49,31632
2 BHK Apartment in Palace Orchard,Mohammed Wadi,Palace Orchard,2,9222000,1243,7419.15,36888
3 BHK Apartment in ,Maan,,3,6792000,794,8554.16,27168
3 BHK Apartment in ,Kharadi,,3.5,9021000,1209,7461.54,36084
4 BHK Apartment in EON Free Zone,Kharadi,EON Free Zone,4,21900000,1379,15881.07,87600
4 BHK Apartment in Dattwadi,Tathawade,Dattwadi,4,8900000,1227,7253.46,35600
5 BHK Apartment in ,Kharadi,,5.5,21400000,1378,15529.75,85600
4 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,4,16700000,929,17976.32,66800
3 BHK Apartment in Ashoka Nagar,Kharadi,Ashoka Nagar,3,9993000,1307,7645.75,39972
4 BHK Apartment in Dattwadi,Tathawade,Dattwadi,4,9379000,1209,7757.65,37516
3 BHK Apartment in Malwadi,Hadapsar,Malwadi,3,8542000,1171,7294.62,34168
3 BHK Apartment in EON Free Zone,Kharadi,EON Free Zone,3,16800000,929,18083.96,67200
3 BHK Apartment in ,Balewadi,,3,11600000,1485,7811.45,46400
4 BHK Apartment in ,Tathawade,,4,8009000,904,8859.51,32036
4 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,4,13900000,814,17076.17,55600
4 BHK Apartment in Balewadi Gaon,Balewadi,Balewadi Gaon,4,14900000,813,18327.18,59600
3 BHK Apartment in Kharalwadi,Pimpri,Kharalwadi,3,12300000,1249,9847.88,49200
3 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,3,5137000,692,7423.41,20548
4 BHK Apartment in EON Free Zone,Kharadi,EON Free Zone,4,5378000,692,7771.68,21512
3 BHK Apartment in ,Dudulgaon,,3,4877000,1306,3734.3,19508
3 BHK Apartment in Dattwadi,Tathawade,Dattwadi,3,9837000,1367,7196.05,39348
2 BHK Apartment in Urit Nagar,Warje,Urit Nagar,2,8751000,1145,7642.79,35004
2 BHK Apartment in Laxmi Vihar,Hadapsar,Laxmi Vihar,2,5227000,694,7531.7,20908
3 BHK Apartment in Sasane Nagar,Hadapsar,Sasane Nagar,3,5759000,778,7402.31,23036
3 BHK Apartment in Deccan Hills,Vadgaon,Deccan Hills,3,9918000,1315,7542.21,39672
4 BHK Apartment in ,Balewadi,,4,19100000,1399,13652.61,76400
2 BHK Apartment in ,Kharadi,,2.5,8002000,904,8851.77,32008
2 BHK Apartment in Kotwal Wadi,Charholi Budruk,Kotwal Wadi,2,6999000,737,9496.61,27996
4 BHK Apartment in Koregaon Park Annexe,Mundhwa,Koregaon Park Annexe,4,13600000,963,14122.53,54400
4 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,4.5,27000000,1427,18920.81,108000
4 BHK Apartment in Jadhav Nagar,Mundhwa,Jadhav Nagar,4,20100000,1381,14554.67,80400
5 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,5,8600000,1135,7577.09,34400
4 BHK Apartment in Koregaon Park Annexe,Mundhwa,Koregaon Park Annexe,4,18700000,1402,13338.09,74800
3 BHK Apartment in ,Sus,,3,13000000,923,14084.51,52000
4 BHK Apartment in Mundhwa Industrial Area,Mundhwa,Mundhwa Industrial Area,4,16800000,929,18083.96,67200
3 BHK Apartment in ,Upper Kharadi,,3,7200000,836,8612.44,28800
4 BHK Apartment in Dattwadi,Tathawade,Dattwadi,4,9379000,1209,7757.65,37516
3 BHK Apartment in ,Maan,,3,8232000,1225,6720.0,32928
4 BHK Apartment in Patil Nagar,Bavdhan,Patil Nagar,4,11000000,1502,7323.57,44000
3 BHK Apartment in Laxmi Nagar,Dhanori,Laxmi Nagar,3,6716000,798,8416.04,26864
3 BHK Apartment in ,Ravet,,3,8212000,1173,7000.85,32848
3 BHK Apartment in ,Hadapsar,,3,4716000,1366,3452.42,18864
BHK Apartment in ,Bavdhan,,,16900000,1080,15648.15,67600
3 BHK Apartment in ,Bavdhan,,3,9907000,1355,7311.44,39628
3 BHK Apartment in Laxmi Nagar,Dhanori,Laxmi Nagar,3,5567000,759,7334.65,22268
3 BHK Apartment in ,Ravet,,3,10700000,1497,7147.63,42800
2 BHK Apartment in Ram Nagar,Tathawade,Ram Nagar,2,8642000,1153,7495.23,34568
3 BHK Apartment in ,Ravet,,3,7096000,786,9027.99,28384
4 BHK Apartment in ,Upper Kharadi,,4,8371000,1269,6596.53,33484
4 BHK Apartment in Siddharth Nagar,Bavdhan,Siddharth Nagar,4,6373000,808,7887.38,25492
2 BHK Apartment in ,Ambegaon Budruk,,2,4700000,1374,3420.67,18800
2 BHK Apartment in ,Manjari Budruk,,2,4136000,1498,2761.01,16544
2 BHK Apartment in Meeta Nagar,Kondhwa,Meeta Nagar,2,3650000,1468,2486.38,14600
2 BHK Apartment in ,Pisoli,,2,3251000,1222,2660.39,13004
3 BHK Apartment in Alkapuri Society,Kothrud,Alkapuri Society,3,11600000,1485,7811.45,46400
2 BHK Apartment in Laxmi Vihar,Hadapsar,Laxmi Vihar,2,5227000,694,7531.7,20908
2 BHK Apartment in Dhayari Phata,Dhayari,Dhayari Phata,2,3477000,1264,2750.79,13908
2 BHK Apartment in Dhayari Phata,Dhayari,Dhayari Phata,2,4071000,1498,2717.62,16284
3 BHK Apartment in ,Bavdhan,,3,5137000,692,7423.41,20548
2 BHK Apartment in ,Manjari Budruk,,2,4136000,1498,2761.01,16544
3 BHK Apartment in ,Bavdhan,,3,5137000,692,7423.41,20548
4 BHK Apartment in ,Sangamvadi,,4,15600000,813,19188.19,62400
BHK Apartment in ,Bavdhan,,,16900000,1080,15648.15,67600
3 BHK Apartment in Siddharth Nagar,Bavdhan,Siddharth Nagar,3,5252000,685,7667.15,21008
2 BHK Apartment in ,Yewalewadi,,2,5543000,754,7351.46,22172
3 BHK Apartment in Shankar Kalat Nagar,Wakad,Shankar Kalat Nagar,3.5,10500000,1464,7172.13,42000
3 BHK Apartment in ,Mundhwa,,3,9967000,1307,7625.86,39868
4 BHK Apartment in Ram Nagar,Tathawade,Ram Nagar,4.5,10500000,1464,7172.13,42000
4 BHK Apartment in ,Tathawade,,4,8009000,904,8859.51,32036
3 BHK Apartment in Bhumkar Nagar,Wakad,Bhumkar Nagar,3,8714000,1148,7590.59,34856
BHK Apartment in ,Bavdhan,,,16900000,1080,15648.15,67600
3 BHK Apartment in ,Bavdhan,,3,5137000,692,7423.41,20548
4 BHK Apartment in ,Mundhwa,,4,5142000,692,7430.64,20568
2 BHK Apartment in Hills & Dales,Undri,Hills & Dales,2,5987000,782,7656.01,23948
3 BHK Apartment in Siddharth Nagar,Bavdhan,Siddharth Nagar,3,5252000,685,7667.15,21008
4 BHK Apartment in Nilanjali Society,Kalyani Nagar,Nilanjali Society,4,28100000,1427,19691.66,112400
2 BHK Apartment in Shree Siddhivinayak Meera,Undri,Shree Siddhivinayak Meera,2,3354000,1221,2746.93,13416
3 BHK Apartment in Kumar Samrudhi Society,Tingre Nagar,Kumar Samrudhi Society,3,8248000,1233,6689.38,32992
3 BHK Apartment in ,Kondhwa Budruk,,3,9000000,1213,7419.62,36000
4 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,4,12100000,1347,8982.93,48400
3 BHK Apartment in Mukai Nagar,Kiwale,Mukai Nagar,3,8204000,993,8261.83,32816
3 BHK Apartment in ,Hinjawadi,,3,8300000,1231,6742.49,33200
3 BHK Apartment in ,Kiwale,,3,6052000,783,7729.25,24208
3 BHK Apartment in ,Chokhi Dhani,,3,9925000,1307,7593.73,39700
4 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,4,12100000,1347,8982.93,48400
3 BHK Apartment in ,Kharadi,,3,7008000,737,9508.82,28032
4 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,4,9765000,1364,7159.09,39060
3 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,3,9141000,1205,7585.89,36564
4 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,4,10300000,1423,7238.23,41200
4 BHK Apartment in Vishal Nagar,Pimple Nilakh,Vishal Nagar,4,10300000,1423,7238.23,41200
3 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,3,8900000,1227,7253.46,35600
3 BHK Apartment in ,Kharadi,,3,6768000,794,8523.93,27072
4 BHK Apartment in ,Bhugaon,,4,11200000,1513,7402.51,44800
3 BHK Apartment in ,Keshav Nagar,,3,5217000,694,7517.29,20868
2 BHK Apartment in Jadhav Nagar,Vadgaon Budruk,Jadhav Nagar,2,8600000,1135,7577.09,34400
4 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,4,9765000,1364,7159.09,39060
3 BHK Apartment in ,Kharadi Annex,,3,8857000,1219,7265.79,35428
2 BHK Apartment in ,Hinjawadi Phase 2,,2.5,6850000,790,8670.89,27400
4 BHK Apartment in Alkapuri Society,Kothrud,Alkapuri Society,4,23300000,1392,16738.51,93200
3 BHK Apartment in ,Baner,,3,12600000,1056,11931.82,50400
4 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,4,10300000,1423,7238.23,41200
4 BHK Apartment in Rakshak Nagar,Kharadi,Rakshak Nagar,4,13900000,814,17076.17,55600
4 BHK Apartment in EON Free Zone,Kharadi,EON Free Zone,4,5378000,692,7771.68,21512
4 BHK Apartment in ,Hinjawadi Phase 2,,4,5357000,694,7719.02,21428
2 BHK Apartment in ,Mohammed Wadi,,2,8355000,1264,6609.97,33420
3 BHK Apartment in ,Mohammed Wadi,,3,6848000,790,8668.35,27392
2 BHK Apartment in Hadapsar Gaon,Hadapsar,Hadapsar Gaon,2,8800000,1174,7495.74,35200
3 BHK Apartment in ,Mohammed Wadi,,3,7940000,848,9363.21,31760
4 BHK Apartment in ,Sus,,4,9901000,1355,7307.01,39604
3 BHK Apartment in Mohanwadi,Yerawada,Mohanwadi,3,8480000,1201,7060.78,33920
3 BHK Apartment in Atul Nagar,Warje,Atul Nagar,3,9900000,1355,7306.27,39600
3 BHK Apartment in Laxmi Vihar,Hadapsar,Laxmi Vihar,3,5968000,782,7631.71,23872
3 BHK Apartment in North Hadapsar,Hadapsar,North Hadapsar,3,5759000,778,7402.31,23036
4 BHK Apartment in NIBM,Kondhwa,NIBM,4,7443000,786,9469.47,29772
5 BHK Apartment in ,Baner,,5,38500000,788,48857.87,154000
2 BHK Apartment in Prabhag 36,Erandwane,Prabhag 36,2,17500000,1184,14780.41,70000
4 BHK Apartment in ,Baner,,4,19600000,1385,14151.62,78400
3 BHK Apartment in Mohan Nagar Co-Op Society,Baner,Mohan Nagar Co-Op Society,3,11000000,1502,7323.57,44000
4 BHK Apartment in ,Bavdhan,,4.5,10300000,1423,7238.23,41200
4 BHK Apartment in ,Mahalunge,,4.5,16300000,836,19497.61,65200
3 BHK Apartment in ,Baner,,3,21600000,1378,15674.89,86400
4 BHK Apartment in Mohan Nagar Co-Op Society,Baner,Mohan Nagar Co-Op Society,4,10000000,1307,7651.11,40000
2 BHK Apartment in ,Pisoli,,2,5500000,707,7779.35,22000
3 BHK Apartment in ,Vikas Nagar,,3,6220000,779,7984.6,24880
3 BHK Apartment in ,Pisoli,,3,4350000,1491,2917.51,17400
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,10300000,1423,7238.23,41200
5 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,5,12700000,1107,11472.45,50800
3 BHK Apartment in Siddartha Nagar,Dhanori,Siddartha Nagar,3,6309000,807,7817.84,25236
2 BHK Apartment in Siddharth Nagar,Bavdhan,Siddharth Nagar,2,12800000,795,16100.63,51200
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,8250000,1233,6691.0,33000
3 BHK Apartment in ,Manjari Budruk,,3,7391000,773,9561.45,29564
3 BHK Apartment in ,Manjari Budruk,,3,6363000,808,7875.0,25452
3 BHK Apartment in Munjaba Vasti,Dhanori,Munjaba Vasti,3,6666000,797,8363.86,26664
2 BHK Apartment in Pandhari Nagar,Handewadi,Pandhari Nagar,2,5160000,692,7456.65,20640
3 BHK Apartment in Laxmi Nagar,Dhanori,Laxmi Nagar,3,6737000,798,8442.36,26948
4 BHK Apartment in Jadhav Nagar,Mundhwa,Jadhav Nagar,4,14900000,813,18327.18,59600
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,7610000,880,8647.73,30440
4 BHK Apartment in Siddartha Nagar,Dhanori,Siddartha Nagar,4,7874000,864,9113.43,31496
4 BHK Apartment in Sangam Society,Bibwewadi,Sangam Society,4,13000000,923,14084.51,52000
2 BHK Apartment in Ramya Nagari,Bibwewadi,Ramya Nagari,2,9664000,1372,7043.73,38656
3 BHK Apartment in ,Charholi Budruk,,3,8900000,1227,7253.46,35600
3 BHK Apartment in Kumar Samrudhi Society,Tingre Nagar,Kumar Samrudhi Society,3,10000000,1307,7651.11,40000
4 BHK Apartment in Jai Bhavani Nagar,Pashan,Jai Bhavani Nagar,4,12000000,1433,8374.04,48000
4 BHK Apartment in Wadmukhwadi,Charholi Budruk,Wadmukhwadi,4.5,5895000,782,7538.36,23580
3 BHK Apartment in Kalubai Nagar,Wagholi,Kalubai Nagar,3,6643000,799,8314.14,26572
2 BHK Apartment in ,Ambegaon Budruk,,2,6909000,738,9361.79,27636
3 BHK Apartment in Mokai Vasti,Bavdhan,Mokai Vasti,3,10700000,1497,7147.63,42800
4 BHK Apartment in Kishkinda Nagar,Kothrud,Kishkinda Nagar,4,15500000,813,19065.19,62000
5 BHK Apartment in ,Bhugaon,,5,8900000,1227,7253.46,35600
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,8250000,1233,6691.0,33000
4 BHK Apartment in Kotwal Nagar,Kiwale,Kotwal Nagar,4,8066000,804,10032.34,32264
3 BHK Apartment in Kotwal Nagar,Kiwale,Kotwal Nagar,3,8805000,1209,7282.88,35220
3 BHK Apartment in Mukai Nagar,Kiwale,Mukai Nagar,3,8204000,993,8261.83,32816
4 BHK Apartment in ,Manjari Khurd,,4,5310000,694,7651.3,21240
4 BHK Apartment in ,Chinchwad,,4,11100000,1508,7360.74,44400
3 BHK Apartment in ,Wagholi,,3,4800000,1346,3566.12,19200
4 BHK Apartment in Shankar Kalat Nagar,Wakad,Shankar Kalat Nagar,4,28000000,1427,19621.58,112000
4 BHK Apartment in Chovisawadi,Charholi Budruk,Chovisawadi,4,8150000,794,10264.48,32600
3 BHK Apartment in ,Wagholi,,3,5100000,759,6719.37,20400
4 BHK Apartment in Gawade Nagar,Chinchwad,Gawade Nagar,4,10200000,1390,7338.13,40800
2 BHK Apartment in MIDC,Moshi,MIDC,2,6900000,738,9349.59,27600
4 BHK Apartment in Ashok Nagar,Tathawade,Ashok Nagar,4,9879000,1351,7312.36,39516
4 BHK Apartment in ,Charholi Budruk,,4,6568000,799,8220.28,26272
3 BHK Apartment in ,Charholi Budruk,,3,5999000,783,7661.56,23996
3 BHK Apartment in Tupe Vasti,Moshi,Tupe Vasti,3,6064000,783,7744.57,24256
3 BHK Apartment in Magarpatta City,Mundhwa,Magarpatta City,3,7610000,880,8647.73,30440
3 BHK Apartment in Bellagio,Undri,Bellagio,3,5855000,776,7545.1,23420
2 BHK Apartment in Pandhari Nagar,Handewadi,Pandhari Nagar,2,5160000,692,7456.65,20640
2 BHK Apartment in Kotwal Wadi,Charholi Budruk,Kotwal Wadi,2.5,4364000,1488,2932.8,17456
3 BHK Apartment in ,Charholi Budruk,,3,6300000,797,7904.64,25200
3 BHK Apartment in Bellagio,Undri,Bellagio,3,5390000,696,7744.25,21560
3 BHK Apartment in Kaspate Wasti,Wakad,Kaspate Wasti,3,10500000,1464,7172.13,42000
4 BHK Apartment in Bhim Nagar,Moshi,Bhim Nagar,4.5,6765000,794,8520.15,27060
3 BHK Apartment in Kotwal Nagar,Kiwale,Kotwal Nagar,3,7907000,849,9313.31,31628
5 BHK Apartment in ,Pashan,,5,21000000,1382,15195.37,84000
4 BHK Apartment in ,Shewalewadi,,4,18400000,1391,13227.89,73600
3 BHK Apartment in Kharalwadi,Pimpri,Kharalwadi,3,9397000,1191,7890.01,37588
3 BHK Apartment in MIDC,Pimpri,MIDC,3,7120000,796,8944.72,28480
3 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,3,7611000,880,8648.86,30444
3 BHK Apartment in ,Shewalewadi,,3,6726000,798,8428.57,26904
2 BHK Apartment in ,Hinjawadi Phase 2,,2,7703000,818,9416.87,30812
3 BHK Apartment in ,Upper Kharadi,,3,7349000,802,9163.34,29396
4 BHK Apartment in Hinjawadi Phase 1,Hinjawadi,Hinjawadi Phase 1,4,11000000,1502,7323.57,44000
3 BHK Apartment in ,Kharadi,,3,7731000,818,9451.1,30924
4 BHK Apartment in Nandanwan Society,Pimple Nilakh,Nandanwan Society,4,25100000,1425,17614.04,100400
4 BHK Apartment in Nilanjali Society,Kalyani Nagar,Nilanjali Society,4,35000000,868,40322.58,140000
3 BHK Apartment in EON Free Zone,Kharadi,EON Free Zone,3,9276000,1221,7597.05,37104
3 BHK Apartment in ,Yewalewadi,,3,3537000,1421,2489.09,14148
4 BHK Apartment in Alkapuri Society,Kothrud,Alkapuri Society,4,23300000,1392,16738.51,93200
4 BHK Apartment in ,Upper Kharadi,,4,7980000,849,9399.29,31920
4 BHK Apartment in ,Baner,,4,19600000,1385,14151.62,78400
BHK Apartment in ,Bhugaon,,,11100000,1508,7360.74,44400
4 BHK Apartment in Alkapuri Society,Kothrud,Alkapuri Society,4,15500000,813,19065.19,62000
3 BHK Apartment in Mohan Nagar Co-Op Society,Baner,Mohan Nagar Co-Op Society,3,10900000,1506,7237.72,43600
4 BHK Apartment in ,Baner,,4,19300000,1397,13815.32,77200
6 BHK Apartment in North Hadapsar,Hadapsar,North Hadapsar,6,13100000,868,15092.17,52400
3 BHK Apartment in Meeta Nagar,Kondhwa,Meeta Nagar,3,7887000,854,9235.36,31548
3 BHK Apartment in Mohan Nagar Co-Op Society,Baner,Mohan Nagar Co-Op Society,3,11000000,1502,7323.57,44000
4 BHK Apartment in Lalit Estate,Baner,Lalit Estate,4,24600000,1427,17238.96,98400
3 BHK Apartment in Balewadi Gaon,Balewadi,Balewadi Gaon,3,13000000,923,14084.51,52000
3 BHK Apartment in ,Loni Kalbhor,,3,8272000,1233,6708.84,33088
3 BHK Apartment in ,Hadapsar,,3,12400000,940,13191.49,49600
3 BHK Apartment in Rambaug Colony,Kothrud,Rambaug Colony,3,14700000,814,18058.97,58800
3 BHK Apartment in Dhayari Phata,Dhayari,Dhayari Phata,3,6995000,737,9491.18,27980
4 BHK Apartment in Kishkinda Nagar,Kothrud,Kishkinda Nagar,4,24800000,1427,17379.12,99200
3 BHK Apartment in Ramtekdi Industrial Area,Hadapsar,Ramtekdi Industrial Area,3,12200000,1314,9284.63,48800
2 BHK Apartment in Kuthwad Colony,Lohegaon,Kuthwad Colony,2.5,6310000,807,7819.08,25240
